inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 258, 37, 121, 39, 379, 76, 2367.96, 135915.09, 0.02, 57.40, 7550.84, 0.88
values_84, 238, 37, 107, 27, 345, 64, 2070, 151761.67, 0.01, 73.31, 8431.20, 0.95
values_65, 243, 37, 110, 29, 353, 66, 2133.67, 149724.85, 0.01, 70.17, 8318.05, 0.94
values_96, 270, 37, 128, 46, 398, 83, 2537.27, 130614.03, 0.02, 51.48, 7256.33, 0.86
values_28, 238, 37, 107, 27, 345, 64, 2070, 151761.67, 0.01, 73.31, 8431.20, 0.95
values_54, 240, 37, 109, 28, 349, 65, 2101.81, 151367.59, 0.01, 72.02, 8409.31, 0.95
values_15, 264, 37, 126, 44, 390, 81, 2472.54, 130988.51, 0.02, 52.98, 7277.14, 0.86
values_87, 248, 37, 112, 32, 360, 69, 2199.07, 142389.71, 0.02, 64.75, 7910.54, 0.91
values_59, 244, 37, 110, 30, 354, 67, 2147.40, 145665.00, 0.01, 67.83, 8092.50, 0.92
values_5, 247, 37, 114, 34, 361, 71, 2220.06, 137708.94, 0.02, 62.03, 7650.50, 0.89
values_92, 250, 37, 116, 35, 366, 72, 2258.19, 138459.46, 0.02, 61.31, 7692.19, 0.89
values_0, 235, 37, 105, 24, 340, 61, 2016.45, 163206.48, 0.01, 80.94, 9067.03, 1.00
values_77, 262, 37, 126, 41, 388, 78, 2438.74, 138651.07, 0.02, 56.85, 7702.84, 0.89
values_17, 259, 37, 121, 40, 380, 77, 2381.38, 133267.92, 0.02, 55.96, 7403.77, 0.87
values_12, 264, 37, 123, 40, 387, 77, 2425.25, 137966.20, 0.02, 56.89, 7664.79, 0.89
values_33, 253, 37, 117, 36, 370, 73, 2290.24, 137700.38, 0.02, 60.12, 7650.02, 0.89
values_25, 265, 37, 125, 44, 390, 81, 2472.54, 129948.91, 0.02, 52.56, 7219.38, 0.86
values_19, 251, 37, 113, 33, 364, 70, 2231.06, 141334.21, 0.02, 63.35, 7851.90, 0.90
values_97, 264, 37, 125, 42, 389, 79, 2452.17, 135015.35, 0.02, 55.06, 7500.85, 0.88
values_81, 245, 37, 111, 29, 356, 66, 2151.80, 152370.00, 0.01, 70.81, 8465.00, 0.95
values_8, 266, 37, 125, 42, 391, 79, 2464.78, 135709.52, 0.02, 55.06, 7539.42, 0.88
values_73, 243, 37, 109, 29, 352, 66, 2127.63, 147943.42, 0.01, 69.53, 8219.08, 0.93
values_89, 261, 37, 121, 41, 382, 78, 2401.02, 131090.04, 0.02, 54.60, 7282.78, 0.86
values_82, 266, 37, 127, 46, 393, 83, 2505.39, 127965.54, 0.02, 51.08, 7109.20, 0.85
values_34, 252, 37, 117, 36, 369, 73, 2284.05, 137328.22, 0.02, 60.12, 7629.35, 0.89
values_70, 248, 37, 114, 33, 362, 70, 2218.80, 141801.52, 0.02, 63.91, 7877.86, 0.91
values_29, 266, 37, 127, 43, 393, 80, 2484.52, 135752.89, 0.02, 54.64, 7541.83, 0.88
values_51, 253, 37, 117, 36, 370, 73, 2290.24, 137700.38, 0.02, 60.12, 7650.02, 0.89
values_57, 235, 37, 105, 24, 340, 61, 2016.45, 163206.48, 0.01, 80.94, 9067.03, 1.00
values_88, 245, 37, 111, 31, 356, 68, 2167.14, 143555.33, 0.02, 66.24, 7975.30, 0.91
values_23, 252, 37, 119, 37, 371, 74, 2303.71, 137070.58, 0.02, 59.50, 7615.03, 0.89
values_45, 254, 37, 117, 36, 371, 73, 2296.42, 138072.55, 0.02, 60.12, 7670.70, 0.89
values_66, 243, 37, 111, 31, 354, 68, 2154.96, 142748.84, 0.02, 66.24, 7930.49, 0.91
values_36, 241, 37, 108, 28, 349, 65, 2101.81, 149978.90, 0.01, 71.36, 8332.16, 0.94
values_56, 242, 37, 110, 30, 352, 67, 2135.26, 144842.03, 0.01, 67.83, 8046.78, 0.92
values_26, 247, 37, 114, 33, 361, 70, 2212.67, 141409.80, 0.02, 63.91, 7856.10, 0.90
values_43, 256, 37, 119, 37, 375, 74, 2328.55, 138548.43, 0.02, 59.50, 7697.13, 0.89
values_52, 258, 37, 121, 39, 379, 76, 2367.96, 135915.09, 0.02, 57.40, 7550.84, 0.88
values_98, 256, 37, 118, 37, 374, 74, 2322.34, 137017.80, 0.02, 59, 7612.10, 0.89
values_61, 262, 37, 124, 41, 386, 78, 2426.17, 135746.90, 0.02, 55.95, 7541.49, 0.88
values_44, 243, 37, 111, 31, 354, 68, 2154.96, 142748.84, 0.02, 66.24, 7930.49, 0.91
values_68, 238, 37, 108, 28, 346, 65, 2083.74, 148689.68, 0.01, 71.36, 8260.54, 0.94
values_41, 260, 37, 120, 38, 380, 75, 2366.95, 138279.77, 0.02, 58.42, 7682.21, 0.89
values_85, 245, 37, 112, 32, 357, 69, 2180.74, 141203.12, 0.02, 64.75, 7844.62, 0.90
values_79, 251, 37, 116, 36, 367, 73, 2271.67, 135416.51, 0.02, 59.61, 7523.14, 0.88
values_71, 257, 37, 121, 39, 378, 76, 2361.72, 135556.48, 0.02, 57.40, 7530.92, 0.88
values_63, 256, 37, 119, 38, 375, 75, 2335.81, 135323.14, 0.02, 57.93, 7517.95, 0.88
values_20, 234, 37, 105, 24, 339, 61, 2010.52, 162726.46, 0.01, 80.94, 9040.36, 0.99
values_74, 260, 37, 122, 39, 382, 76, 2386.71, 138123.09, 0.02, 57.87, 7673.51, 0.89
values_72, 237, 37, 106, 25, 343, 62, 2042.29, 160197.18, 0.01, 78.44, 8899.84, 0.98
values_86, 247, 37, 112, 32, 359, 69, 2192.96, 141994.18, 0.02, 64.75, 7888.57, 0.91
values_75, 268, 37, 125, 43, 393, 80, 2484.52, 133615.05, 0.02, 53.78, 7423.06, 0.87
values_55, 244, 37, 112, 32, 356, 69, 2174.63, 140807.60, 0.02, 64.75, 7822.64, 0.90
values_14, 265, 37, 124, 42, 389, 79, 2452.17, 133935.23, 0.02, 54.62, 7440.85, 0.87
values_47, 240, 37, 110, 30, 350, 67, 2123.13, 144019.07, 0.01, 67.83, 8001.06, 0.92
values_91, 238, 37, 107, 27, 345, 64, 2070, 151761.67, 0.01, 73.31, 8431.20, 0.95
values_64, 238, 37, 107, 27, 345, 64, 2070, 151761.67, 0.01, 73.31, 8431.20, 0.95
values_11, 268, 37, 127, 45, 395, 82, 2511.23, 131114.27, 0.02, 52.21, 7284.13, 0.86
values_49, 268, 37, 128, 43, 396, 80, 2503.48, 137866.26, 0.02, 55.07, 7659.24, 0.89
values_62, 271, 37, 128, 45, 399, 82, 2536.66, 133484.86, 0.02, 52.62, 7415.83, 0.87
values_80, 263, 37, 124, 42, 387, 79, 2439.56, 133246.62, 0.02, 54.62, 7402.59, 0.87
values_39, 266, 37, 126, 42, 392, 79, 2471.08, 137145.05, 0.02, 55.50, 7619.17, 0.89
values_90, 268, 37, 128, 44, 396, 81, 2510.58, 135114.88, 0.02, 53.82, 7506.38, 0.88
values_53, 272, 37, 126, 44, 398, 81, 2523.26, 133675.45, 0.02, 52.98, 7426.41, 0.87
values_94, 253, 37, 118, 36, 371, 73, 2296.42, 139252.66, 0.02, 60.64, 7736.26, 0.90
values_7, 254, 37, 116, 35, 370, 72, 2282.87, 139972.68, 0.02, 61.31, 7776.26, 0.90
values_31, 249, 37, 114, 34, 363, 71, 2232.36, 138471.87, 0.02, 62.03, 7692.88, 0.89
values_93, 269, 37, 127, 43, 396, 80, 2503.48, 136789.18, 0.02, 54.64, 7599.40, 0.88
values_38, 240, 37, 108, 27, 348, 64, 2088, 154512, 0.01, 74, 8584, 0.96
values_58, 251, 37, 117, 36, 368, 73, 2277.86, 136956.06, 0.02, 60.12, 7608.67, 0.89
values_78, 239, 37, 107, 27, 346, 64, 2076, 152201.56, 0.01, 73.31, 8455.64, 0.95
values_50, 238, 37, 108, 28, 346, 65, 2083.74, 148689.68, 0.01, 71.36, 8260.54, 0.94
values_3, 252, 37, 117, 37, 369, 74, 2291.29, 134040.37, 0.02, 58.50, 7446.69, 0.87
values_13, 245, 37, 112, 32, 357, 69, 2180.74, 141203.12, 0.02, 64.75, 7844.62, 0.90
values_83, 269, 37, 128, 44, 397, 81, 2516.92, 135456.08, 0.02, 53.82, 7525.34, 0.88
values_1, 254, 37, 118, 37, 372, 74, 2309.92, 136285.08, 0.02, 59, 7571.39, 0.88
values_21, 271, 37, 128, 47, 399, 84, 2550.53, 128503.53, 0.02, 50.38, 7139.09, 0.85
values_32, 254, 37, 118, 37, 372, 74, 2309.92, 136285.08, 0.02, 59, 7571.39, 0.88
values_22, 236, 37, 106, 26, 342, 63, 2044.23, 154182.10, 0.01, 75.42, 8565.67, 0.96
values_9, 246, 37, 113, 32, 359, 69, 2192.96, 143261.98, 0.02, 65.33, 7959.00, 0.91
