Session: untitled,,,,,,,,,,,
Training Data: Stratix-V_Area    Observations: 1680,,,,,,,,,,,
"Predictors: 86    Predictor Names: Var1, FUNCTION, BugsDelivered, DifficultyLevel, DistinctOperands, DistinctOperators, Effort, ProgramLength, ProgramLevel, ProgramVolume, TimeToImplement, TotalOperators, VocabularySize, GlobalVariables, If, Goto, CoverageEstimation, SCALAR_INPUT, RANGE_SCALAR_VALUES, SCALAR_INDEX_INPUT, RANGE_SCALAR_INDEX_VALUES, RANGE_ARRAY_INPUT, Bugs_Delivered, SS_VAL_1, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_4, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_11, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_1, M_VAL_2, M_VAL_3, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_8, M_VAL_9, M_VAL_10, M_VAL_11, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_25, M_VAL_26, M_VAL_27, M_VAL_28, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Area,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Stratix-V_Area    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2,Linear Regression,Tested,152.064110124954,23123.4935880943,0.999870395846363,71.0812472001007,80.8544145825506,42093.0435624132,205.165892785359,0.999718836327712
0,3.1,Tree,Tested,142.828200239492,20399.8947836525,0.999885661261018,46.9029334118618,44.4931575217854,26055.6696547302,161.417686932784,0.99982595918128
0,3.2,Tree,Tested,129.201993448165,16693.1551109796,0.999906437051501,46.4329882470858,45.650100752823,24568.9981693813,156.745010030244,0.999835889516055
0,3.3,Tree,Tested,165.377740744329,27349.7971336984,0.999846707968406,65.9166936952617,74.6282314768399,40465.540807063,201.160485202892,0.999729707355622
0,4.1,SVM,Tested,4317.95484229395,18644734.0200898,0.895498707266603,1354.95083847586,976.41720157128,5951213.74312538,2439.51096392809,0.960248417102349
0,4.2,SVM,Tested,468.609637653788,219594.992502015,0.998769198822063,324.297260648625,303.480926841868,225094.421453889,474.441167537018,0.99849646476493
0,4.3,SVM,Tested,545.130966714166,297167.770870721,0.998334413557135,329.076257045221,318.254247663409,259023.095885237,508.943116551582,0.998269835614561
0,4.4,SVM,Tested,12066.1288982347,145591466.588814,0.183978894357592,4310.82326616681,3627.52508784714,113343976.690834,10646.3128213872,0.242910323868006
0,4.5,SVM,Tested,3070.2552367154,9426467.21857832,0.947165885595954,1147.02967161417,887.566448418868,3464504.84929492,1861.31804087719,0.976858577483434
0,4.6,SVM,Tested,11804.5172445484,139346627.376841,0.218980400405373,3386.06845669007,2867.37785515243,113678843.614005,10662.0281191716,0.240673554894368
0,5.1,Kernel,Tested,13913.0437231311,193572785.641759,-0.0849501159829977,5473.68663135914,4825.1086202353,160126344.39126,12654.1038557165,-0.0695760441338313
0,5.2,Kernel,Tested,4566.80285414812,20855688.3086554,0.883106597994323,2095.2175994508,1523.10283974487,6869166.39536137,2620.90945958867,0.954116882842867
0,6.1,Ensemble,Tested,658.345262717353,433418.484942381,0.997570746146219,318.245695511007,295.355950722995,388531.411919811,623.322879348906,0.997404775009617
0,6.2,Ensemble,Tested,272.138615804036,74059.4262117369,0.999584906613852,68.9732429733018,59.8853651394495,33281.5831601084,182.432407099474,0.999777693144784
0,7.1,Neural Network,Tested,265.771891605153,70634.6983673812,0.999604101764966,114.313245080532,96.7851650770863,53273.1729599618,230.809819894999,0.999644157806702
0,7.2,Neural Network,Tested,286.207442911026,81914.7003776682,0.999540878830767,123.147705373017,85.8288166821855,50383.4332436143,224.462543074818,0.999663460041985
0,7.3,Neural Network,Tested,285.960306791716,81773.2970604125,0.999541671377844,132.583914545932,100.039509594464,55344.7167825515,235.254578664373,0.999630320772856
0,7.4,Neural Network,Tested,235.400814044871,55413.5432529877,0.999689414346237,94.8807838690443,96.0611416724821,62036.9620631708,249.072202509977,0.999585619413683
0,7.5,Neural Network,Tested,248.076259943019,61541.8307473162,0.999655066097304,107.440859444081,84.1855879820017,44937.0984894291,211.983722227508,0.99969983924744
