values_27,13
values_84,8
values_65,13
values_96,2
values_28,14
values_54,9
values_15,9
values_87,22
values_59,28
values_5,10
values_92,19
values_0,8
values_77,24
values_17,13
values_12,8
values_33,14
values_25,3
values_19,23
values_97,3
values_81,21
values_8,22
values_73,23
values_89,3
values_82,18
values_34,7
values_70,20
values_29,17
values_51,17
values_57,16
values_88,19
values_23,9
values_45,7
values_66,10
values_36,7
values_56,13
values_26,22
values_43,22
values_52,12
values_98,9
values_61,3
values_44,26
values_68,25
values_41,10
values_85,3
values_79,3
values_71,2
values_63,28
values_20,22
values_74,21
values_72,6
values_86,19
values_75,11
values_55,7
values_14,11
values_47,8
values_91,2
values_64,21
values_11,28
values_49,8
values_62,28
values_80,13
values_39,17
values_90,26
values_53,16
values_94,11
values_7,10
values_31,13
values_93,17
values_38,20
values_58,22
values_78,16
values_50,13
values_3,10
values_13,26
values_83,10
values_1,19
values_21,25
values_32,2
values_22,12
values_9,19
values_6,23
values_76,20
values_18,25
values_16,20
values_40,23
values_2,6
values_60,26
values_99,12
values_48,3
values_69,23
values_46,14
values_24,10
values_95,9
values_42,6
values_37,19
values_10,15
values_67,12
values_35,4
values_30,26
values_4,11
