id,cInstr
values_27,11
values_84,11
values_65,11
values_96,11
values_28,11
values_54,12
values_15,12
values_87,11
values_59,11
values_5,11
values_92,11
values_0,12
values_77,11
values_17,12
values_12,11
values_33,11
values_25,12
values_19,11
values_97,12
values_81,12
values_8,12
values_73,12
values_89,11
values_82,11
values_34,12
values_70,11
values_29,12
values_51,11
values_57,12
values_88,11
values_23,11
values_45,11
values_66,12
values_36,12
values_56,12
values_26,12
values_43,11
values_52,12
values_98,11
values_61,12
values_44,11
values_68,11
values_41,12
values_85,12
values_79,11
values_71,12
values_63,12
values_20,12
values_74,12
values_72,12
values_86,12
values_75,11
values_55,11
values_14,11
values_47,12
values_91,12
values_64,12
values_11,11
values_49,11
values_62,11
values_80,12
values_39,11
values_90,11
values_53,11
values_94,12
values_7,12
values_31,12
values_93,11
values_38,12
values_58,12
values_78,11
values_50,11
values_3,11
values_13,11
values_83,11
values_1,11
values_21,12
values_32,11
values_22,12
values_9,12
values_6,12
values_76,12
values_18,11
values_16,11
values_40,12
values_2,12
values_60,12
values_99,11
values_48,11
values_69,11
values_46,12
values_24,12
values_95,11
values_42,12
values_37,11
values_10,12
values_67,11
values_35,11
values_30,12
values_4,11
