values_27,18
values_84,26
values_65,7
values_96,27
values_28,28
values_54,2
values_15,13
values_87,7
values_59,28
values_5,8
values_92,22
values_0,12
values_77,6
values_17,13
values_12,26
values_33,28
values_25,7
values_19,12
values_97,17
values_81,16
values_8,9
values_73,24
values_89,16
values_82,25
values_34,13
values_70,8
values_29,6
values_51,11
values_57,14
values_88,23
values_23,13
values_45,4
values_66,21
values_36,16
values_56,22
values_26,21
values_43,8
values_52,18
values_98,24
values_61,24
values_44,7
values_68,8
values_41,18
values_85,14
values_79,12
values_71,14
values_63,8
values_20,28
values_74,15
values_72,14
values_86,23
values_75,2
values_55,27
values_14,23
values_47,14
values_91,9
values_64,13
values_11,25
values_49,16
values_62,3
values_80,26
values_39,20
values_90,3
values_53,21
values_94,18
values_7,8
values_31,5
values_93,3
values_38,8
values_58,15
values_78,12
values_50,2
values_3,17
values_13,18
values_83,7
values_1,19
values_21,15
values_32,22
values_22,27
values_9,18
values_6,4
values_76,2
values_18,13
values_16,10
values_40,13
values_2,26
values_60,4
values_99,14
values_48,5
values_69,17
values_46,16
values_24,5
values_95,14
values_42,16
values_37,26
values_10,27
values_67,24
values_35,4
values_30,7
values_4,4
