id,clockCycles,assemblyInstr
values_27,111,
values_84,229,
values_65,242,
values_96,81,
values_28,443,
values_54,413,
values_15,365,
values_87,95,
values_59,339,
values_5,78,
values_92,163,
values_0,48,
values_77,59,
values_17,76,
values_12,500,
values_33,261,
values_25,326,
values_19,411,
values_97,57,
values_81,29,
values_8,301,
values_73,503,
values_89,188,
values_82,241,
values_34,269,
values_70,348,
values_29,486,
values_51,28,
values_57,259,
values_88,78,
values_23,433,
values_45,160,
values_66,279,
values_36,101,
values_56,343,
values_26,230,
values_43,594,
values_52,353,
values_98,223,
values_61,203,
values_44,330,
values_68,28,
values_41,210,
values_85,205,
values_79,413,
values_71,127,
values_63,126,
values_20,552,
values_74,18,
values_72,437,
values_86,97,
values_75,397,
values_55,361,
values_14,75,
values_47,162,
values_91,589,
values_64,444,
values_11,604,
values_49,592,
values_62,45,
values_80,172,
values_39,189,
values_90,606,
values_53,77,
values_94,176,
values_7,144,
values_31,327,
values_93,241,
values_38,264,
values_58,333,
values_78,478,
values_50,138,
values_3,78,
values_13,434,
values_83,129,
values_1,477,
values_21,640,
values_32,305,
values_22,379,
values_9,432,
values_6,18,
values_76,269,
values_18,57,
values_16,334,
values_40,76,
values_2,366,
values_60,109,
values_99,589,
values_48,464,
values_69,264,
values_46,125,
values_24,374,
values_95,407,
values_42,372,
values_37,363,
values_10,310,
values_67,98,
values_35,96,
values_30,65,
values_4,505,
