id,cInstr
values_27,167
values_84,343
values_65,352
values_96,125
values_28,648
values_54,600
values_15,524
values_87,142
values_59,500
values_5,121
values_92,241
values_0,74
values_77,92
values_17,113
values_12,720
values_33,380
values_25,476
values_19,592
values_97,84
values_81,45
values_8,440
values_73,716
values_89,271
values_82,352
values_34,392
values_70,508
values_29,696
values_51,41
values_57,380
values_88,113
values_23,616
values_45,237
values_66,404
values_36,150
values_56,488
values_26,332
values_43,856
values_52,512
values_98,319
values_61,307
values_44,476
values_68,41
values_41,307
values_85,307
values_79,596
values_71,192
values_63,188
values_20,804
values_74,27
values_72,636
values_86,142
values_75,576
values_55,524
values_14,109
values_47,237
values_91,844
values_64,632
values_11,868
values_49,872
values_62,70
values_80,254
values_39,275
values_90,880
values_53,109
values_94,262
values_7,212
values_31,468
values_93,352
values_38,384
values_58,492
values_78,688
values_50,204
values_3,113
values_13,624
values_83,192
values_1,684
values_21,916
values_32,436
values_22,548
values_9,624
values_6,27
values_76,388
values_18,84
values_16,476
values_40,113
values_2,528
values_60,159
values_99,840
values_48,664
values_69,376
values_46,184
values_24,544
values_95,584
values_42,540
values_37,524
values_10,444
values_67,146
values_35,138
values_30,100
values_4,732
