id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,111,,167,0.665
values_84,229,,343,0.668
values_65,242,,352,0.688
values_96,81,,125,0.648
values_28,443,,648,0.684
values_54,413,,600,0.688
values_15,365,,524,0.697
values_87,95,,142,0.669
values_59,339,,500,0.678
values_5,78,,121,0.645
values_92,163,,241,0.676
values_0,48,,74,0.649
values_77,59,,92,0.641
values_17,76,,113,0.673
values_12,500,,720,0.694
values_33,261,,380,0.687
values_25,326,,476,0.685
values_19,411,,592,0.694
values_97,57,,84,0.679
values_81,29,,45,0.644
values_8,301,,440,0.684
values_73,503,,716,0.703
values_89,188,,271,0.694
values_82,241,,352,0.685
values_34,269,,392,0.686
values_70,348,,508,0.685
values_29,486,,696,0.698
values_51,28,,41,0.683
values_57,259,,380,0.682
values_88,78,,113,0.690
values_23,433,,616,0.703
values_45,160,,237,0.675
values_66,279,,404,0.691
values_36,101,,150,0.673
values_56,343,,488,0.703
values_26,230,,332,0.693
values_43,594,,856,0.694
values_52,353,,512,0.689
values_98,223,,319,0.699
values_61,203,,307,0.661
values_44,330,,476,0.693
values_68,28,,41,0.683
values_41,210,,307,0.684
values_85,205,,307,0.668
values_79,413,,596,0.693
values_71,127,,192,0.661
values_63,126,,188,0.670
values_20,552,,804,0.687
values_74,18,,27,0.667
values_72,437,,636,0.687
values_86,97,,142,0.683
values_75,397,,576,0.689
values_55,361,,524,0.689
values_14,75,,109,0.688
values_47,162,,237,0.684
values_91,589,,844,0.698
values_64,444,,632,0.703
values_11,604,,868,0.696
values_49,592,,872,0.679
values_62,45,,70,0.643
values_80,172,,254,0.677
values_39,189,,275,0.687
values_90,606,,880,0.689
values_53,77,,109,0.706
values_94,176,,262,0.672
values_7,144,,212,0.679
values_31,327,,468,0.699
values_93,241,,352,0.685
values_38,264,,384,0.688
values_58,333,,492,0.677
values_78,478,,688,0.695
values_50,138,,204,0.676
values_3,78,,113,0.690
values_13,434,,624,0.696
values_83,129,,192,0.672
values_1,477,,684,0.697
values_21,640,,916,0.699
values_32,305,,436,0.700
values_22,379,,548,0.692
values_9,432,,624,0.692
values_6,18,,27,0.667
values_76,269,,388,0.693
values_18,57,,84,0.679
values_16,334,,476,0.702
values_40,76,,113,0.673
values_2,366,,528,0.693
values_60,109,,159,0.686
values_99,589,,840,0.701
values_48,464,,664,0.699
values_69,264,,376,0.702
values_46,125,,184,0.679
values_24,374,,544,0.688
values_95,407,,584,0.697
values_42,372,,540,0.689
values_37,363,,524,0.693
values_10,310,,444,0.698
values_67,98,,146,0.671
values_35,96,,138,0.696
values_30,65,,100,0.650
values_4,505,,732,0.690
