inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 185, 35, 61, 21, 246, 56, 1428.61, 72620.97, 0.02, 50.83, 4034.50, 0.58
values_84, 190, 35, 66, 26, 256, 61, 1518.27, 67446.17, 0.02, 44.42, 3747.01, 0.55
values_65, 194, 35, 68, 27, 262, 62, 1560.00, 68755.53, 0.02, 44.07, 3819.75, 0.56
values_96, 180, 35, 59, 20, 239, 55, 1381.74, 71332.58, 0.02, 51.62, 3962.92, 0.57
values_28, 209, 35, 75, 33, 284, 68, 1728.84, 68760.66, 0.03, 39.77, 3820.04, 0.56
values_54, 204, 35, 73, 30, 277, 65, 1668.20, 71037.34, 0.02, 42.58, 3946.52, 0.57
values_15, 205, 35, 72, 31, 277, 66, 1674.30, 68052.08, 0.02, 40.65, 3780.67, 0.56
values_87, 185, 35, 60, 21, 245, 56, 1422.80, 71140.10, 0.02, 50, 3952.23, 0.57
values_59, 200, 35, 70, 31, 270, 66, 1631.99, 64489.79, 0.03, 39.52, 3582.77, 0.54
values_5, 180, 35, 59, 19, 239, 54, 1375.42, 74743.12, 0.02, 54.34, 4152.40, 0.59
values_92, 186, 35, 63, 23, 249, 58, 1458.64, 69919.46, 0.02, 47.93, 3884.41, 0.57
values_0, 178, 35, 57, 18, 235, 53, 1346.06, 74594.23, 0.02, 55.42, 4144.12, 0.59
values_77, 181, 35, 58, 19, 239, 54, 1375.42, 73476.28, 0.02, 53.42, 4082.02, 0.58
values_17, 180, 35, 59, 19, 239, 54, 1375.42, 74743.12, 0.02, 54.34, 4152.40, 0.59
values_12, 204, 35, 76, 34, 280, 69, 1710.39, 66906.31, 0.03, 39.12, 3717.02, 0.55
values_33, 194, 35, 68, 29, 262, 64, 1572, 64506.21, 0.02, 41.03, 3583.68, 0.54
values_25, 203, 35, 71, 30, 274, 65, 1650.13, 68342.83, 0.02, 41.42, 3796.82, 0.56
values_19, 202, 35, 73, 33, 275, 68, 1674.05, 64806.11, 0.03, 38.71, 3600.34, 0.54
values_97, 181, 35, 58, 19, 239, 54, 1375.42, 73476.28, 0.02, 53.42, 4082.02, 0.58
values_81, 178, 35, 56, 16, 234, 51, 1327.35, 81300.04, 0.02, 61.25, 4516.67, 0.63
values_8, 197, 35, 69, 29, 266, 64, 1596, 66454.14, 0.02, 41.64, 3691.90, 0.55
values_73, 212, 35, 78, 33, 290, 68, 1765.36, 73021.88, 0.02, 41.36, 4056.77, 0.58
values_89, 187, 35, 65, 25, 252, 60, 1488.54, 67728.41, 0.02, 45.50, 3762.69, 0.55
values_82, 197, 35, 67, 26, 264, 61, 1565.71, 70607.71, 0.02, 45.10, 3922.65, 0.57
values_34, 191, 35, 67, 28, 258, 63, 1542.14, 64577.04, 0.02, 41.88, 3587.61, 0.54
values_70, 200, 35, 71, 30, 271, 65, 1632.06, 67594.55, 0.02, 41.42, 3755.25, 0.55
values_29, 206, 35, 76, 35, 282, 70, 1728.46, 65681.40, 0.03, 38, 3648.97, 0.54
values_51, 176, 35, 56, 16, 232, 51, 1316.00, 80605.16, 0.02, 61.25, 4478.06, 0.62
values_57, 196, 35, 68, 29, 264, 64, 1584, 64998.62, 0.02, 41.03, 3611.03, 0.54
values_88, 182, 35, 59, 20, 241, 55, 1393.31, 71929.51, 0.02, 51.62, 3996.08, 0.58
values_23, 205, 35, 75, 33, 280, 68, 1704.49, 67792.20, 0.03, 39.77, 3766.23, 0.55
values_45, 184, 35, 63, 24, 247, 59, 1453.01, 66747.78, 0.02, 45.94, 3708.21, 0.55
values_66, 198, 35, 68, 25, 266, 60, 1571.23, 74790.69, 0.02, 47.60, 4155.04, 0.59
values_36, 184, 35, 60, 21, 244, 56, 1416.99, 70849.73, 0.02, 50, 3936.10, 0.57
values_56, 201, 35, 71, 30, 272, 65, 1638.08, 67843.98, 0.02, 41.42, 3769.11, 0.55
values_26, 198, 35, 67, 27, 265, 62, 1577.86, 68520.12, 0.02, 43.43, 3806.67, 0.56
values_43, 216, 35, 80, 38, 296, 73, 1832.19, 67501.67, 0.03, 36.84, 3750.09, 0.55
