inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_27, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_84, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_65, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_96, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_28, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_54, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_15, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_87, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_59, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_5, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_92, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_0, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_77, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_17, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_12, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_33, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_25, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_19, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_97, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_81, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_8, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_73, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_89, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_82, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_34, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_70, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_29, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_51, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_57, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_88, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_23, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_45, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_66, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_36, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_56, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_26, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_43, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_52, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_98, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_61, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_44, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_68, 181, 31, 52, 18, 233, 49, 1308.23, 58579.52, 0.02, 44.78, 3254.42
values_41, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_85, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_79, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_71, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_63, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_20, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_74, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_72, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_86, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_75, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_55, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_14, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_47, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_91, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_64, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_11, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_49, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_62, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_80, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_39, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_90, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_53, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_94, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_7, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_31, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_93, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_38, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_58, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_78, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_50, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_3, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_13, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_83, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_1, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_21, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_32, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_22, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_9, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_6, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_76, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_18, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_16, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_40, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_2, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_60, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_99, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_48, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_69, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_46, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_24, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_95, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_42, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_37, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_10, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_67, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_35, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_30, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_4, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
