values_27,6
values_84,5
values_65,16
values_96,14
values_28,19
values_54,9
values_15,26
values_87,18
values_59,4
values_5,13
values_92,19
values_0,3
values_77,11
values_17,17
values_12,15
values_33,19
values_25,10
values_19,21
values_97,6
values_81,2
values_8,17
values_73,19
values_89,17
values_82,8
values_34,22
values_70,7
values_29,4
values_51,17
values_57,28
values_88,7
values_23,9
values_45,8
values_66,22
values_36,25
values_56,16
values_26,27
values_43,26
values_52,28
values_98,10
values_61,16
values_44,9
values_68,5
values_41,27
values_85,8
values_79,12
values_71,24
values_63,12
values_20,24
values_74,3
values_72,27
values_86,4
values_75,10
values_55,10
values_14,26
values_47,13
values_91,3
values_64,26
values_11,24
values_49,6
values_62,2
values_80,23
values_39,28
values_90,10
values_53,8
values_94,8
values_7,15
values_31,11
values_93,24
values_38,18
values_58,13
values_78,19
values_50,7
values_3,2
values_13,16
values_83,4
values_1,11
values_21,18
values_32,12
values_22,5
values_9,3
values_6,8
values_76,16
values_18,8
values_16,13
values_40,27
values_2,13
values_60,15
values_99,16
values_48,17
values_69,26
values_46,3
values_24,25
values_95,9
values_42,4
values_37,15
values_10,27
values_67,2
values_35,23
values_30,21
values_4,12
