id,clockCycles,assemblyInstr
values_27,65,
values_84,7281,
values_65,2654,
values_96,3399,
values_28,9105,
values_54,8479,
values_15,2321,
values_87,2008,
values_59,7862,
values_5,7866,
values_92,2011,
values_0,5636,
values_77,606,
values_17,8469,
values_12,216,
values_33,6167,
values_25,2014,
values_19,1203,
values_97,4677,
values_81,5641,
values_8,1202,
values_73,605,
values_89,1715,
values_82,779,
values_34,126,
values_70,2317,
values_29,126,
values_51,5159,
values_57,6703,
values_88,321,
values_23,7871,
values_45,321,
values_66,1202,
values_36,65,
values_56,452,
values_26,9122,
values_43,612,
values_52,604,
values_98,1204,
values_61,6177,
values_44,2005,
values_68,1209,
values_41,322,
values_85,126,
values_79,215,
values_71,5645,
values_63,981,
values_20,606,
values_74,9102,
values_72,609,
values_86,6716,
values_75,7862,
values_55,2667,
values_14,322,
values_47,8476,
values_91,3805,
values_64,5645,
values_11,9091,
values_49,605,
values_62,65,
values_80,323,
values_39,322,
values_90,603,
values_53,453,
values_94,65,
values_7,3406,
values_31,4692,
values_93,323,
values_38,8460,
values_58,7875,
values_78,3388,
values_50,7867,
values_3,981,
values_13,9108,
values_83,3394,
values_1,6162,
values_21,126,
values_32,4223,
values_22,781,
values_9,975,
values_6,784,
values_76,609,
values_18,3810,
values_16,1718,
values_40,2312,
values_2,2319,
values_60,983,
values_99,3024,
values_48,2001,
values_69,3403,
values_46,3397,
values_24,5654,
values_95,984,
values_42,4673,
values_37,4234,
values_10,3808,
values_67,126,
values_35,778,
values_30,127,
values_4,3404,
