inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_84, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_65, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_96, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_28, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_54, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_15, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_87, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_59, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_5, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_92, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_0, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_77, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_17, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_12, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_33, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_25, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_19, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_97, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_81, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_8, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_73, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_89, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_82, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_34, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_70, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_29, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
values_51, 60, 12, 4, 12, 6, 2, 24, 3, 3, 2, 3, 15, 3, 3, 100.0
