id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,961,,1892,0.508
values_84,557,,1136,0.490
values_65,1079,,2086,0.517
values_96,649,,1270,0.511
values_28,314,,598,0.525
values_54,1363,,2638,0.517
values_15,1186,,2294,0.517
values_87,1285,,2388,0.538
values_59,1555,,3028,0.514
values_5,891,,1702,0.524
values_92,28,,62,0.452
values_0,1305,,2376,0.549
values_77,1419,,2650,0.535
values_17,138,,290,0.476
values_12,150,,314,0.478
values_33,523,,1080,0.484
values_25,89,,206,0.432
values_19,80,,182,0.440
values_97,1582,,3048,0.519
values_81,92,,190,0.484
values_8,230,,472,0.487
values_73,78,,180,0.433
values_89,393,,742,0.530
values_82,639,,1206,0.530
values_34,1021,,1992,0.513
values_70,1734,,3318,0.523
values_29,496,,966,0.513
values_51,23,,64,0.359
values_57,92,,182,0.505
values_88,1253,,2424,0.517
values_23,431,,866,0.498
values_45,91,,192,0.474
values_66,1384,,2622,0.528
values_36,937,,1720,0.545
values_56,795,,1580,0.503
values_26,436,,860,0.507
values_43,57,,136,0.419
values_52,1277,,2428,0.526
values_98,439,,860,0.510
values_61,1287,,2474,0.520
values_44,123,,270,0.456
values_68,802,,1522,0.527
values_41,1730,,3336,0.519
values_85,1422,,2716,0.524
values_79,52,,118,0.441
values_71,8,,20,0.400
values_63,1277,,2466,0.518
values_20,262,,542,0.483
values_74,1390,,2654,0.524
values_72,95,,198,0.480
values_86,1465,,2808,0.522
values_75,930,,1788,0.520
values_55,89,,206,0.432
values_14,220,,444,0.495
values_47,1132,,2110,0.536
values_91,31,,66,0.470
values_64,31,,70,0.443
values_11,212,,428,0.495
values_49,736,,1402,0.525
values_62,706,,1350,0.523
values_80,415,,856,0.485
values_39,32,,80,0.400
values_90,881,,1676,0.526
values_53,1605,,3062,0.524
values_94,454,,850,0.534
values_7,1242,,2316,0.536
values_31,124,,256,0.484
values_93,862,,1626,0.530
values_38,805,,1552,0.519
values_58,26,,72,0.361
values_78,221,,452,0.489
values_50,326,,654,0.498
values_3,503,,992,0.507
values_13,1074,,2062,0.521
values_83,370,,740,0.500
values_1,14,,28,0.500
values_21,1370,,2448,0.560
values_32,195,,374,0.521
values_22,770,,1520,0.507
values_9,853,,1654,0.516
values_6,467,,940,0.497
values_76,22,,54,0.407
values_18,344,,682,0.504
values_16,257,,464,0.554
values_40,1549,,2894,0.535
values_2,1296,,2508,0.517
values_60,1478,,2874,0.514
values_99,1683,,3268,0.515
values_48,1016,,1932,0.526
values_69,681,,1284,0.530
values_46,868,,1684,0.515
values_24,1110,,2056,0.540
values_95,42,,100,0.420
values_42,176,,332,0.530
values_37,765,,1448,0.528
values_10,769,,1470,0.523
values_67,1727,,3336,0.518
values_35,142,,312,0.455
values_30,100,,216,0.463
values_4,50,,110,0.455
