id,clockCycles,assemblyInstr
values_27,961,
values_84,557,
values_65,1079,
values_96,649,
values_28,314,
values_54,1363,
values_15,1186,
values_87,1285,
values_59,1555,
values_5,891,
values_92,28,
values_0,1305,
values_77,1419,
values_17,138,
values_12,150,
values_33,523,
values_25,89,
values_19,80,
values_97,1582,
values_81,92,
values_8,230,
values_73,78,
values_89,393,
values_82,639,
values_34,1021,
values_70,1734,
values_29,496,
values_51,23,
values_57,92,
values_88,1253,
values_23,431,
values_45,91,
values_66,1384,
values_36,937,
values_56,795,
values_26,436,
values_43,57,
values_52,1277,
values_98,439,
values_61,1287,
values_44,123,
values_68,802,
values_41,1730,
values_85,1422,
values_79,52,
values_71,8,
values_63,1277,
values_20,262,
values_74,1390,
values_72,95,
values_86,1465,
values_75,930,
values_55,89,
values_14,220,
values_47,1132,
values_91,31,
values_64,31,
values_11,212,
values_49,736,
values_62,706,
values_80,415,
values_39,32,
values_90,881,
values_53,1605,
values_94,454,
values_7,1242,
values_31,124,
values_93,862,
values_38,805,
values_58,26,
values_78,221,
values_50,326,
values_3,503,
values_13,1074,
values_83,370,
values_1,14,
values_21,1370,
values_32,195,
values_22,770,
values_9,853,
values_6,467,
values_76,22,
values_18,344,
values_16,257,
values_40,1549,
values_2,1296,
values_60,1478,
values_99,1683,
values_48,1016,
values_69,681,
values_46,868,
values_24,1110,
values_95,42,
values_42,176,
values_37,765,
values_10,769,
values_67,1727,
values_35,142,
values_30,100,
values_4,50,
