values_27,16
values_84,20
values_65,27
values_96,11
values_28,14
values_54,11
values_15,7
values_87,23
values_59,12
values_5,7
values_92,13
values_0,2
values_77,10
values_17,12
values_12,20
values_33,24
values_25,4
values_19,27
values_97,6
values_81,10
values_8,10
values_73,21
values_89,22
values_82,14
values_34,12
values_70,7
values_29,6
values_51,22
values_57,24
values_88,24
values_23,2
values_45,26
values_66,11
values_36,16
values_56,24
values_26,27
values_43,18
values_52,28
values_98,5
values_61,27
values_44,18
values_68,21
values_41,14
values_85,6
values_79,4
values_71,12
values_63,18
values_20,9
values_74,13
values_72,5
values_86,28
values_75,10
values_55,8
values_14,15
values_47,17
values_91,10
values_64,25
values_11,6
values_49,3
values_62,7
values_80,5
values_39,25
values_90,4
values_53,22
values_94,27
values_7,7
values_31,14
values_93,10
values_38,4
values_58,25
values_78,28
values_50,17
values_3,18
values_13,22
values_83,19
values_1,3
values_21,9
values_32,16
values_22,5
values_9,2
values_6,8
values_76,13
values_18,7
values_16,16
values_40,9
values_2,12
values_60,2
values_99,9
values_48,8
values_69,25
values_46,18
values_24,9
values_95,19
values_42,9
values_37,9
values_10,16
values_67,7
values_35,24
values_30,11
values_4,13
