id,cInstr
values_27,35054
values_84,9481
values_65,26501
values_96,71283
values_28,30668
values_54,40168
values_15,13882
values_87,11451
values_59,1291
values_5,45343
values_92,13890
values_0,26468
values_77,9335
values_17,4693
values_12,138
values_33,22904
values_25,851
values_19,514
values_97,22769
values_81,51013
values_8,30450
values_73,26543
values_89,71259
values_82,35218
values_34,40026
values_70,1304
values_29,51326
values_51,35012
values_57,848
values_88,13853
values_23,45312
values_45,16520
values_66,2622
values_36,7512
values_56,71028
values_26,9381
values_43,26526
values_52,7590
values_98,11476
values_61,3550
values_44,51052
values_68,45564
values_41,291
values_85,51195
values_79,71396
values_71,11503
values_63,522
values_20,1897
values_74,63937
values_72,287
values_86,45251
values_75,1875
values_55,26544
values_14,57277
values_47,4682
values_91,6016
values_64,6038
values_11,26634
values_49,4713
values_62,6007
values_80,45355
values_39,288
values_90,64033
values_53,63820
values_94,16549
values_7,4685
values_31,19414
values_93,7599
values_38,138
values_58,51034
values_78,50999
values_50,26543
values_3,30655
values_13,3562
values_83,3552
values_1,45432
values_21,13910
values_32,71118
values_22,2656
values_9,70947
values_6,2642
values_76,284
values_18,510
values_16,50986
values_40,6010
values_2,3578
values_60,56
values_99,35220
values_48,140
values_69,3581
values_46,845
values_24,6011
values_95,19509
values_42,35090
values_37,6027
values_10,7624
values_67,64074
values_35,1300
values_30,64097
values_4,7572
