id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,44179,,35054,1.260
values_84,11590,,9481,1.222
values_65,33236,,26501,1.254
values_96,90794,,71283,1.274
values_28,38538,,30668,1.257
values_54,50674,,40168,1.262
values_15,17157,,13882,1.236
values_87,14101,,11451,1.231
values_59,1461,,1291,1.132
values_5,57362,,45343,1.265
values_92,17165,,13890,1.236
values_0,33203,,26468,1.254
values_77,11444,,9335,1.226
values_17,5623,,4693,1.198
values_12,124,,138,0.899
values_33,28618,,22904,1.249
values_25,936,,851,1.100
values_19,544,,514,1.058
values_97,28483,,22769,1.251
values_81,64683,,51013,1.268
values_8,38320,,30450,1.258
values_73,33278,,26543,1.254
values_89,90770,,71259,1.274
values_82,44343,,35218,1.259
values_34,50532,,40026,1.262
values_70,1474,,1304,1.130
values_29,64996,,51326,1.266
values_51,44137,,35012,1.261
values_57,933,,848,1.100
values_88,17128,,13853,1.236
values_23,57331,,45312,1.265
values_45,20510,,16520,1.242
values_66,3076,,2622,1.173
values_36,9158,,7512,1.219
values_56,90539,,71028,1.275
values_26,11490,,9381,1.225
values_43,33261,,26526,1.254
values_52,9236,,7590,1.217
values_98,14126,,11476,1.231
values_61,4215,,3550,1.187
values_44,64722,,51052,1.268
values_68,57583,,45564,1.264
values_41,290,,291,0.997
values_85,64865,,51195,1.267
values_79,90907,,71396,1.273
values_71,14153,,11503,1.230
values_63,552,,522,1.057
values_20,2188,,1897,1.153
values_74,81347,,63937,1.272
values_72,286,,287,0.997
values_86,57270,,45251,1.266
values_75,2166,,1875,1.155
values_55,33279,,26544,1.254
values_14,72742,,57277,1.270
values_47,5612,,4682,1.199
values_91,7271,,6016,1.209
values_64,7293,,6038,1.208
values_11,33369,,26634,1.253
values_49,5643,,4713,1.197
values_62,7262,,6007,1.209
values_80,57374,,45355,1.265
values_39,287,,288,0.997
values_90,81443,,64033,1.272
values_53,81230,,63820,1.273
values_94,20539,,16549,1.241
values_7,5615,,4685,1.199
values_31,24215,,19414,1.247
values_93,9245,,7599,1.217
values_38,124,,138,0.899
values_58,64704,,51034,1.268
values_78,64669,,50999,1.268
values_50,33278,,26543,1.254
values_3,38525,,30655,1.257
values_13,4227,,3562,1.187
values_83,4217,,3552,1.187
values_1,57451,,45432,1.265
values_21,17185,,13910,1.235
values_32,90629,,71118,1.274
values_22,3110,,2656,1.171
values_9,90458,,70947,1.275
values_6,3096,,2642,1.172
values_76,283,,284,0.996
values_18,540,,510,1.059
values_16,64656,,50986,1.268
values_40,7265,,6010,1.209
values_2,4243,,3578,1.186
values_60,41,,56,0.732
values_99,44345,,35220,1.259
values_48,126,,140,0.900
values_69,4246,,3581,1.186
values_46,930,,845,1.101
values_24,7266,,6011,1.209
values_95,24310,,19509,1.246
values_42,44215,,35090,1.260
values_37,7282,,6027,1.208
values_10,9270,,7624,1.216
values_67,81484,,64074,1.272
values_35,1470,,1300,1.131
values_30,81507,,64097,1.272
values_4,9218,,7572,1.217
