id,clockCycles,assemblyInstr
values_27,44179,
values_84,11590,
values_65,33236,
values_96,90794,
values_28,38538,
values_54,50674,
values_15,17157,
values_87,14101,
values_59,1461,
values_5,57362,
values_92,17165,
values_0,33203,
values_77,11444,
values_17,5623,
values_12,124,
values_33,28618,
values_25,936,
values_19,544,
values_97,28483,
values_81,64683,
values_8,38320,
values_73,33278,
values_89,90770,
values_82,44343,
values_34,50532,
values_70,1474,
values_29,64996,
values_51,44137,
values_57,933,
values_88,17128,
values_23,57331,
values_45,20510,
values_66,3076,
values_36,9158,
values_56,90539,
values_26,11490,
values_43,33261,
values_52,9236,
values_98,14126,
values_61,4215,
values_44,64722,
values_68,57583,
values_41,290,
values_85,64865,
values_79,90907,
values_71,14153,
values_63,552,
values_20,2188,
values_74,81347,
values_72,286,
values_86,57270,
values_75,2166,
values_55,33279,
values_14,72742,
values_47,5612,
values_91,7271,
values_64,7293,
values_11,33369,
values_49,5643,
values_62,7262,
values_80,57374,
values_39,287,
values_90,81443,
values_53,81230,
values_94,20539,
values_7,5615,
values_31,24215,
values_93,9245,
values_38,124,
values_58,64704,
values_78,64669,
values_50,33278,
values_3,38525,
values_13,4227,
values_83,4217,
values_1,57451,
values_21,17185,
values_32,90629,
values_22,3110,
values_9,90458,
values_6,3096,
values_76,283,
values_18,540,
values_16,64656,
values_40,7265,
values_2,4243,
values_60,41,
values_99,44345,
values_48,126,
values_69,4246,
values_46,930,
values_24,7266,
values_95,24310,
values_42,44215,
values_37,7282,
values_10,9270,
values_67,81484,
values_35,1470,
values_30,81507,
values_4,9218,
