id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,2613,,3746,0.698
values_84,73,,184,0.397
values_65,5080,,7278,0.698
values_96,11565,,15541,0.744
values_28,2270,,3297,0.689
values_54,721,,1107,0.651
values_15,6405,,8908,0.719
values_87,73,,181,0.403
values_59,879,,1329,0.661
values_5,12713,,17095,0.744
values_92,12021,,15877,0.757
values_0,15594,,21220,0.735
values_77,255,,487,0.524
values_17,12712,,17026,0.747
values_12,15678,,21774,0.720
values_33,14199,,19041,0.746
values_25,2479,,3411,0.727
values_19,12632,,17091,0.739
values_97,8985,,12955,0.694
values_81,73,,184,0.397
values_8,7468,,10642,0.702
values_73,170,,331,0.514
values_89,73,,181,0.403
values_82,73,,185,0.395
values_34,5213,,8129,0.641
values_70,170,,339,0.501
values_29,2588,,3917,0.661
values_51,882,,1314,0.671
values_57,731,,1113,0.657
values_88,49,,132,0.371
values_23,3049,,4387,0.695
values_45,637,,961,0.663
values_66,9906,,15499,0.639
values_36,4898,,7620,0.643
values_56,886,,1339,0.662
values_26,2148,,3142,0.684
values_43,1661,,2459,0.675
values_52,574,,896,0.641
values_98,12901,,15868,0.813
values_61,5060,,7495,0.675
values_44,1249,,1714,0.729
values_68,6090,,8755,0.696
values_41,1266,,1861,0.680
values_85,73,,184,0.397
values_79,250,,476,0.525
values_71,216,,412,0.524
values_63,13119,,17733,0.740
values_20,2703,,3916,0.690
values_74,258,,493,0.523
values_72,169,,339,0.499
values_86,73,,181,0.403
values_75,257,,498,0.516
values_55,884,,1309,0.675
values_14,11915,,15834,0.752
values_47,10739,,12637,0.850
values_91,9758,,14820,0.658
values_64,10012,,14561,0.688
values_11,7016,,9993,0.702
values_49,899,,1361,0.661
values_62,12356,,16353,0.756
values_80,73,,184,0.397
values_39,4584,,7319,0.626
values_90,9634,,13879,0.694
values_53,582,,882,0.660
values_94,11102,,15494,0.717
values_7,5977,,8508,0.703
values_31,4873,,7617,0.640
values_93,12888,,17993,0.716
values_38,15395,,19037,0.809
values_58,649,,1001,0.648
values_78,258,,490,0.527
values_50,507,,787,0.644
values_3,6292,,9190,0.685
values_13,15681,,20554,0.763
values_83,74,,184,0.402
values_1,7373,,10353,0.712
values_21,1582,,2301,0.688
values_32,5214,,8100,0.644
values_22,15120,,21109,0.716
values_9,10847,,13207,0.821
values_6,7791,,10999,0.708
values_76,169,,336,0.503
values_18,6768,,9578,0.707
values_16,13483,,18992,0.710
values_40,1606,,2397,0.670
values_2,14375,,19434,0.740
values_60,13360,,20789,0.643
values_99,9843,,14424,0.682
values_48,10907,,12643,0.863
values_69,5299,,8467,0.626
values_46,1424,,2078,0.685
values_24,2491,,3566,0.699
values_95,12633,,17869,0.707
values_42,911,,1364,0.668
values_37,10925,,15711,0.695
values_10,12369,,16849,0.734
values_67,18607,,13782,1.350
values_35,4909,,6929,0.708
values_30,5629,,8983,0.627
values_4,11864,,16673,0.712
