inputName,size,goal,a[size][size]
values_27,12,187,"[[67, 56, 19, -55, -74, -108, -48, -114, 62, -116, 65, 70],[-33, 25, -122, -36, 39, -100, 65, 8, 1, 21, 108, -107],[71, -69, -47, -88, 49, 11, 95, -117, 52, -50, -12, 51],[-93, -24, 112, 100, 86, 46, 43, -93, -67, -102, 91, -124],[1, 60, -107, 35, 19, -85, -13, -9, -101, 105, -31, -17],[-52, -7, -63, -20, -25, 87, 86, -15, -102, -115, -16, -118],[-42, 55, -56, 41, -47, -19, 53, 63, 64, -33, -87, 69],[-122, -21, 98, -128, -106, -16, -88, 5, 28, 37, 80, 19],[59, 24, -109, 29, 83, -98, 94, -45, 21, 9, -113, 1],[-13, 9, -51, 118, -109, -120, 79, -121, -119, -31, -21, 60],[89, 63, -126, -78, 75, -25, -38, 27, -66, 71, -105, -89],[-28, -63, -65, -124, 90, 17, 18, 28, -106, 70, 50, 126]]"
values_84,2,85,"[[35, -91],[-128, -58]]"
values_65,16,169,"[[-112, -103, -125, 18, 14, -74, 127, 76, 127, 80, -56, 82, 44, 125, -5, -32],[75, 66, -55, 29, 48, 96, 40, -27, 33, 92, -43, -76, 37, -99, -90, -127],[2, -24, -96, 95, -94, 124, 36, 21, -60, 70, 12, -110, -73, -30, -61, 102],[-107, 58, 115, 10, -109, 46, 22, 45, -22, -83, -56, -71, -6, 24, 109, -20],[20, -128, -76, 29, 56, -37, 1, 29, 54, -59, -61, -101, -80, 15, -125, 116],[14, 114, 59, -35, 104, -118, 33, -40, -53, 106, -125, -121, 27, -14, -1, -10],[106, -3, 61, 2, 111, -44, 24, 26, -123, -3, 74, 55, -17, 0, 55, 24],[-104, 102, -9, 29, -123, -93, 125, -28, -45, -26, 103, 122, 81, -116, -59, -3],[-28, -30, -6, -43, -115, 20, -11, -50, 76, 35, 51, 74, -46, -67, 79, -80],[-14, -4, -6, 105, 50, -56, -16, 124, -109, 61, -52, -20, -89, 46, 116, 107],[-113, -109, -79, 46, 31, -46, -102, 37, 119, 36, -90, -108, -90, -15, 114, -41],[-111, 16, 54, -49, -128, -1, -66, -127, -78, 8, -5, 87, -25, -33, -119, -67],[84, -40, -39, -29, -56, -33, -90, 104, -55, 77, 1, 27, 108, 83, 32, 20],[-33, -115, -17, 44, 73, -124, 26, -29, 117, -52, -34, 18, 21, 82, -29, -79],[53, -58, 29, -86, -63, 69, 54, 78, 36, -103, -116, 111, 37, 126, -44, 83],[-58, 61, 84, 9, 100, 125, 35, 92, -64, -24, -23, 122, -59, -13, 71, -71]]"
values_96,20,22,"[[-101, -78, -65, 18, -34, 119, -81, -96, 9, 102, 23, 124, 0, 10, 30, -34, -70, 3, -14, -2],[-25, -45, 14, -125, -110, 113, 123, -61, -71, 82, 17, -2, 7, -24, 21, 25, 54, -91, 35, 55],[-122, 121, -117, 5, 84, 74, -111, 74, -126, 66, 19, 114, 14, 64, 13, 60, 19, -55, 24, -118],[31, -88, 35, -1, -22, -22, 73, -24, 58, -92, -57, -86, 66, 28, 125, 79, -105, -5, 62, -105],[53, -52, 60, 102, -100, -19, 92, -121, -5, -43, 123, 120, 107, -70, -100, -42, 113, 67, 67, -96],[-97, -21, -47, 82, 117, -76, 80, -70, 107, -75, -15, 0, 57, 108, -126, -28, -37, 95, -30, -35],[-57, -15, -3, -51, 80, 12, 74, 30, 4, 30, -27, 27, 110, 115, 35, 103, -11, -56, 20, 67],[6, 121, 37, -37, -66, -101, -79, -51, 4, 64, 42, -30, 96, -17, -58, 106, 75, -91, -109, 109],[-96, -123, 30, -93, -64, 19, -38, 91, 102, 45, -7, 112, 97, 32, 22, -78, 67, -72, 37, -71],[66, -54, 119, -30, 123, -108, 126, 6, -104, -127, -96, -50, 79, 122, -64, 102, 70, 93, 33, -7],[127, 59, 100, 107, -22, 12, 51, -27, -109, 125, -52, 106, 94, -30, 52, -22, -48, 120, 43, -105],[84, -85, 41, -83, 49, 106, 120, 111, 33, 99, 19, 125, -78, -115, 83, 33, -63, -35, -11, -57],[122, -74, 93, -109, -45, 79, 85, -88, 109, -15, -117, -119, 74, -82, 111, -68, -84, -1, 50, 111],[-26, 64, 54, -91, -115, -65, 36, -29, -9, 84, 78, -125, -12, 85, -124, -16, -97, 85, -27, 78],[85, 2, 116, 117, -122, -7, 71, -96, 117, 24, -123, -9, -26, 81, -57, 0, -82, 17, -71, -89],[-49, -29, -126, 114, 85, -23, -1, -126, 14, -3, 55, 18, 79, -99, -32, 58, 120, -128, 82, 42],[-39, 119, -24, 108, 62, 57, 12, -33, -50, 16, -61, 4, 86, -127, -23, -61, -1, -91, -86, 96],[-51, -97, -48, 101, -25, 93, 87, 90, -22, -104, 78, 25, -110, -9, 76, 54, -63, 28, -59, 42],[43, -105, -56, 127, -57, -26, 15, -107, 119, 104, -67, -57, -12, 59, 97, -44, 54, -69, -126, -67],[108, 34, 116, -109, -4, -106, -45, 64, 2, -4, -34, -82, -40, -105, -33, -53, 33, 20, -116, -27]]"
values_28,12,84,"[[63, -84, 19, 69, -58, 76, -102, -32, 50, 63, 23, -87],[-38, -59, -84, -112, 52, 63, 11, -6, 79, 78, 95, 120],[-50, 113, -113, -106, -2, -54, -72, -91, 106, -114, 126, 75],[45, -74, -82, -18, -124, 67, 76, 82, 94, 99, -35, -50],[-86, -42, 121, 88, -79, 120, 34, 55, 33, -51, -16, 83],[47, -70, -58, 125, -85, -111, -28, -6, -76, 97, 90, 70],[-44, 9, -59, 103, 10, 110, -103, -106, -116, -82, 51, -8],[-71, -80, -121, 48, 73, -39, -1, 127, -43, 71, 60, -2],[127, -111, 115, -21, 73, -60, 93, 84, -83, 19, 108, -13],[-53, -58, -52, -109, 53, -99, -83, 13, 96, -77, 108, 124],[77, -101, 53, -4, -111, -121, -61, -31, -41, -16, 4, -115],[98, -33, 112, -57, 59, -101, 57, -87, -100, -10, 115, 65]]"
values_54,7,85,"[[-53, 108, -119, 99, 123, -85, 121],[38, 13, -89, -39, -87, -23, -82],[82, -38, 113, 73, -53, -59, 45],[-37, -97, -20, -15, 104, 47, -58],[86, 124, 92, 90, -97, 47, -52],[3, -121, -55, 17, 114, 52, 5],[-112, -63, 75, 12, -75, 0, -98]]"
values_15,18,169,"[[62, -71, -114, -58, -62, 108, -73, 33, -98, 122, -121, -119, -117, -95, 38, 44, -113, 104],[74, -37, -109, 111, 18, 4, -60, 17, 37, 28, 106, 54, 42, 15, 40, 25, -19, 80],[-36, -89, 17, 99, -61, 61, 6, 75, -105, -48, 88, -69, -1, 12, 79, -107, -78, 103],[38, -65, 123, 21, -69, -42, 30, -110, 37, 122, 78, 20, -2, 43, -58, 14, -52, 104],[-63, 34, 54, 102, -60, -33, -102, -26, 50, -12, 121, -8, 110, 31, -84, 111, -108, -15],[106, -35, 38, 13, -46, 96, -14, -106, -109, 61, 76, 2, -64, -56, 116, -80, -57, -28],[97, -75, -60, 110, -2, 28, -64, 85, 87, 50, 12, -24, 77, -53, -95, 104, -104, 5],[-48, 41, 39, -58, -114, -109, -80, 16, 99, 13, 103, -11, 1, 32, -86, 93, -78, -63],[-120, 43, 60, -27, -42, -115, 14, 31, 72, -80, 23, 0, 89, 15, 56, 83, 39, -91],[116, 69, 118, -99, -83, 3, 114, 62, 16, -103, 50, 24, 11, -25, 13, 68, 32, -28],[-42, 35, -88, -48, -125, -9, -5, 85, -26, -47, 117, -17, 64, 121, 110, 125, -109, -23],[-70, -118, -1, 125, 6, 34, -8, -91, 109, -72, -84, 41, 61, 49, -20, -105, -18, -51],[-102, 34, 108, 73, -125, 73, 94, 45, -77, -54, -19, 63, 57, 13, 63, 112, -76, -54],[-20, 41, 123, -99, 85, -106, 119, -12, -46, -58, -60, 59, -70, 74, 68, -93, 64, 2],[82, -84, -59, 32, -128, 92, -112, -15, 90, 55, -126, 49, 76, 37, 91, -37, 38, -126],[22, -121, -16, -122, 125, -15, -48, -4, -58, 46, -13, 105, 41, 58, -15, -58, 17, 85],[-60, 34, -60, -34, -109, -76, -110, 87, 126, 91, -54, -17, 114, -12, 29, 127, 30, 116],[-67, 10, 114, -104, -50, 113, -48, -34, 26, -100, -97, -42, -110, 115, -32, 77, 15, -67]]"
values_87,2,187,"[[-5, 61],[-76, -121]]"
values_59,7,134,"[[56, 115, -25, -47, 27, -46, -76],[-114, 109, -92, -51, 122, 74, 107],[-120, -8, -42, -95, 70, 29, -46],[-58, -30, 30, -96, -49, 1, -120],[-20, -37, -107, 87, 8, -85, 23],[60, -50, -100, -40, -72, 88, 116],[5, 22, 34, 13, -98, 21, -56]]"
values_5,18,169,"[[28, -116, 27, 56, 32, 3, 104, 56, -108, -33, 26, 118, -6, 115, -97, 11, -125, 38],[53, -66, 113, 101, 122, -82, 106, -16, -68, -25, -88, -21, 76, -106, -125, 14, -60, -37],[-76, 108, 40, -55, 115, 94, 88, 106, 42, 106, -16, -8, 100, 64, -115, -126, -81, -45],[-91, 61, -3, -33, 93, 111, 76, -26, -56, -60, 126, 51, -83, -50, -90, -51, -54, -21],[-98, -119, 14, 46, 98, -126, 41, 71, -55, -2, 111, -18, -89, 46, 62, 103, -92, -107],[115, 71, -67, -115, -11, 79, -67, 95, 75, 68, -49, 119, -90, -66, -126, -9, 99, 96],[-111, -75, -28, 51, -124, -2, 28, -88, -63, -101, -69, -42, -61, 92, 47, -82, -11, 118],[-55, 115, -15, -93, 85, -20, 48, 30, -128, 106, -106, 98, 105, -74, 34, -101, 115, 5],[-86, 116, -90, 112, 1, -71, -26, 91, -106, 32, 68, -93, 93, -121, 31, 68, 47, 1],[-14, -78, 76, -92, -39, 32, 91, 110, -28, 23, -16, 63, -108, -2, -55, 56, 23, 38],[102, -9, 15, -87, 123, -40, -46, 97, -110, -100, -29, -105, 109, 66, -67, 11, -55, 57],[78, 86, 80, 99, -50, -18, -75, 15, 63, -47, -40, 40, -5, 28, -68, -4, -68, -108],[115, 30, 50, -17, -12, 124, 61, -83, -102, -47, -108, 8, -108, -2, -73, -45, -114, 87],[-10, -87, 104, 114, 10, -59, 89, -62, 35, 64, -79, -68, -66, 118, 113, -127, 39, -56],[-46, -45, -16, 68, 94, -29, 13, 113, -66, 50, -77, -81, 49, 82, -58, -124, 16, 115],[-30, 76, -84, 45, -50, -41, -58, -70, -104, -12, 115, 7, -49, 58, 90, -110, -42, -20],[-65, -99, -119, -111, -106, 42, -73, -119, -82, -59, 46, -126, -69, 122, -37, 64, 96, -109],[45, 33, -74, 31, -14, 74, -73, 118, 59, 124, -24, 106, 19, -100, -21, -80, 62, -13]]"
