id,clockCycles,assemblyInstr
values_27,3631,
values_84,1463,
values_65,2678,
values_96,469,
values_28,1593,
values_54,5157,
values_15,1945,
values_87,1463,
values_59,5157,
values_5,1945,
values_92,1463,
values_0,1945,
values_77,1463,
values_17,3640,
values_12,3640,
values_33,1593,
values_25,1936,
values_19,3640,
values_97,1463,
values_81,469,
values_8,1602,
values_73,2335,
values_89,1463,
values_82,1463,
values_34,3631,
values_70,2678,
values_29,3631,
values_51,2335,
values_57,5157,
values_88,469,
values_23,1602,
values_45,1936,
values_66,2335,
values_36,1593,
values_56,2335,
values_26,1593,
values_43,1593,
values_52,5157,
values_98,469,
values_61,2335,
values_44,3631,
values_68,2335,
values_41,1593,
values_85,806,
values_79,1463,
values_71,2335,
values_63,2335,
values_20,1945,
values_74,5157,
values_72,5157,
values_86,469,
values_75,806,
values_55,2678,
values_14,3640,
values_47,3631,
values_91,469,
values_64,5157,
values_11,1602,
values_49,3631,
values_62,5157,
values_80,806,
values_39,3631,
values_90,806,
values_53,2335,
values_94,1463,
values_7,3640,
values_31,1593,
values_93,469,
values_38,1593,
values_58,2335,
values_78,469,
values_50,2678,
values_3,1602,
values_13,1602,
values_83,469,
values_1,1602,
values_21,1602,
values_32,3631,
values_22,3640,
values_9,3640,
values_6,1602,
values_76,469,
values_18,1602,
values_16,1602,
values_40,1936,
values_2,3640,
values_60,2678,
values_99,1463,
values_48,1593,
values_69,5157,
values_46,1593,
values_24,3640,
values_95,806,
values_42,3631,
values_37,3631,
values_10,1945,
values_67,5157,
values_35,1936,
values_30,1936,
values_4,3640,
