id,cInstr
values_27,487
values_84,142
values_65,625
values_96,90
values_28,363
values_54,783
values_15,395
values_87,142
values_59,783
values_5,395
values_92,142
values_0,395
values_77,142
values_17,503
values_12,503
values_33,363
values_25,379
values_19,503
values_97,142
values_81,90
values_8,379
values_73,609
values_89,142
values_82,142
values_34,487
values_70,625
values_29,487
values_51,609
values_57,783
values_88,90
values_23,379
values_45,379
values_66,609
values_36,363
values_56,609
values_26,363
values_43,363
values_52,783
values_98,90
values_61,609
values_44,487
values_68,609
values_41,363
values_85,106
values_79,142
values_71,609
values_63,609
values_20,395
values_74,783
values_72,783
values_86,90
values_75,106
values_55,625
values_14,503
values_47,487
values_91,90
values_64,783
values_11,379
values_49,487
values_62,783
values_80,106
values_39,487
values_90,106
values_53,609
values_94,142
values_7,503
values_31,363
values_93,90
values_38,363
values_58,609
values_78,90
values_50,625
values_3,379
values_13,379
values_83,90
values_1,379
values_21,379
values_32,487
values_22,503
values_9,503
values_6,379
values_76,90
values_18,379
values_16,379
values_40,379
values_2,503
values_60,625
values_99,142
values_48,363
values_69,783
values_46,363
values_24,503
values_95,106
values_42,487
values_37,487
values_10,395
values_67,783
values_35,379
values_30,379
values_4,503
