;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;M_VAL_1;M_VAL_2;M_VAL_3;M_VAL_4;M_VAL_5;M_VAL_6;M_VAL_7;M_VAL_8;M_VAL_9;M_VAL_10;M_VAL_11;M_VAL_12;M_VAL_13;M_VAL_14;M_VAL_15;M_VAL_16;M_VAL_17;M_VAL_18;M_VAL_19;M_VAL_20;M_VAL_21;M_VAL_22;M_VAL_23;M_VAL_24;M_VAL_25;M_VAL_26;M_VAL_27;M_VAL_28;M_VAL_29;M_VAL_30;M_VAL_31;M_VAL_32
0;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_0;0.6236125230789185;13.73275661468506;1.735488772392273;0.5514404773712158;0.559519350528717;6.818597316741943;2.517772674560547;4.632792472839356;1.0064904689788818;4.193495273590088;0.2644712328910827;0.0;0.3701039552688598;0.8784378170967102;0.2655280828475952;2.565429210662842;0.0;6.869060516357422;1.2199851274490356;0.0;0.9436290860176086;0.0;3.5177597999572754;1.5851116180419922;0.0;1.1578936576843262;0.5413402915000916;0.0;0.0;0.9411858320236206;1.5659029483795166;0.9179010391235352
1;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_1;0.0;21.26364517211914;0.0;0.0;15.13611888885498;16.79018211364746;15.964381217956545;9.477242469787598;0.0;21.49613571166992;2.1827681064605717;0.0;0.0;5.417511940002441;10.596389770507812;0.710659384727478;0.0;15.0446138381958;4.794229030609131;0.0;2.173747539520264;12.347487449645996;14.792015075683594;7.124039649963379;0.0;13.445813179016112;2.667405605316162;0.0;3.705249309539795;4.206549644470215;3.7916510105133057;10.311241149902344
2;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_10;20.25642204284668;47.17145538330078;21.494606018066406;0.0;0.0;0.0;33.121826171875;0.0;2.0877954959869385;49.86278533935547;32.074188232421875;0.0;0.0;0.0;6.733508586883545;0.0;8.614645957946777;69.74921417236328;18.909839630126957;0.0;0.0;0.0;19.349271774291992;0.0;4.235058307647705;47.53352355957031;5.021491050720215;0.0;7.229277610778809;2.619824171066284;17.530986785888672;0.0
3;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_11;0.0;22.032123565673828;5.288049221038818;0.0;0.0;6.361472129821777;2.62980318069458;2.026909828186035;1.0778917074203491;8.967308044433594;2.29608154296875;0.789334237575531;1.2220314741134644;7.807822227478027;0.0882258713245391;2.41342830657959;3.419907093048096;18.855863571166992;2.0754382610321045;0.0;1.5774409770965576;11.419482231140137;8.45958423614502;5.039780139923096;0.3567472696304321;6.886204242706299;0.5875080227851868;0.0;0.4194513261318207;5.485739707946777;4.753073692321777;3.131044387817383
4;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_12;0.6785401701927185;9.194350242614746;0.0;0.7328407168388367;0.0;8.619937896728516;0.0;0.7381115555763245;1.0267448425292969;4.795932292938232;0.0;0.7992911338806152;1.3566559553146362;1.9509727954864504;1.1932798624038696;0.4909915328025818;2.085734605789185;10.2012357711792;2.866105794906616;1.7338114976882937;0.0541061945259571;4.914577960968018;5.113182544708252;1.3953777551651;0.3489329516887665;1.319442629814148;0.3200966119766235;0.0;0.0;1.7946662902832031;0.6844295263290405;0.9634456038475036
5;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_13;6.282729625701904;33.90550231933594;6.063850402832031;0.0;0.0;2.324259996414185;16.03301429748535;4.351186275482178;0.0;15.961488723754885;4.540631771087647;0.0;0.0;11.00586986541748;6.220999240875244;5.002049446105957;0.0;23.267284393310547;1.954379677772522;0.0;0.0;5.272580623626709;11.74281883239746;8.359640121459961;1.3855189085006714;13.87594223022461;2.0326247215271;1.4337836503982544;1.401109218597412;5.93435001373291;5.54884147644043;3.900115966796875
6;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_14;8.816424369812012;40.15486907958984;28.250429153442383;0.0;1.767358422279358;0.7352312803268433;31.84447479248047;8.154851913452148;3.927235126495361;31.702253341674805;17.132810592651367;0.0;9.20754337310791;0.0;13.617538452148438;7.814565658569336;0.0;33.37171173095703;4.371124267578125;0.0;0.0;2.4482522010803223;23.132673263549805;4.240948677062988;2.171461343765259;32.69268798828125;4.334885120391846;0.0;0.0;1.870662331581116;6.958596229553223;0.0
7;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_15;0.0;52.01769256591797;46.64434814453125;0.0;0.0;0.0;33.626129150390625;1.7216252088546753;8.52396297454834;70.672607421875;0.0;0.0;0.0;0.0;16.11138343811035;0.8697909712791443;5.950808525085449;45.43544006347656;3.15586519241333;0.0;0.0;0.0;46.36042022705078;0.0;9.287352561950684;54.89284133911133;19.451780319213867;0.0;0.0;0.5879948735237122;21.309181213378903;0.0
8;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_16;0.7399534583091736;33.37636947631836;17.000429153442383;0.0;2.2845587730407715;8.367706298828125;8.79539966583252;10.20372200012207;0.0;18.55760955810547;1.2176607847213743;0.0;4.196505069732666;7.346173763275146;5.636422634124756;0.0;0.0;20.107728958129883;2.109210968017578;0.0;0.0;12.150721549987791;13.93821620941162;4.462331771850586;1.7873753309249878;17.764026641845703;6.618234157562256;0.0;0.7975348234176636;7.628830432891846;6.522763252258301;6.418357372283936
9;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;inputResumeMatrixCSV\values_17;0.0;4.074731349945068;2.7599000930786133;0.2744462788105011;0.0;7.091575622558594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0266530830413103;5.279324054718018;0.944480001926422;0.0;0.0;5.708023071289063;0.0;2.1333465576171875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
