;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered;SS_VAL_1;SV_VAL_1;SV_VAL_2;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28;M_VAL_1;M_VAL_2;M_VAL_3;M_VAL_4;M_VAL_5;M_VAL_6;M_VAL_7;M_VAL_8;M_VAL_9;M_VAL_10;M_VAL_11;M_VAL_12;M_VAL_13;M_VAL_14;M_VAL_15;M_VAL_16;M_VAL_17;M_VAL_18;M_VAL_19;M_VAL_20;M_VAL_21;M_VAL_22;M_VAL_23;M_VAL_24;M_VAL_25;M_VAL_26;M_VAL_27;M_VAL_28;M_VAL_29;M_VAL_30;M_VAL_31;M_VAL_32
2100;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;27;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.344648999999999;40.33946999999998;2.12971;79.66;116;66;508927.51;851;0.01;6389.13;28273.75;571;280;182;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;321;0.0;391.0;1.2180685358255452;2.12971;0.0;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2101;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;84;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;12.019304999999992;360.5791499999998;2.859836666666667;68.4;179;66;586809.43;1081;0.01;8579.51;32600.52;710;371;245;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;2372;0.0;3495.0;1.4734401349072512;2.859836666666667;0.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2102;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;65;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;90.27374999999996;2708.2124999999983;6.278476666666667;121.0;231;66;2279087.48;2293;0.01;18835.43;126615.97;1446;847;297;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;15830;0.0;26250.0;1.658243840808591;6.278476666666667;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2103;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;96;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;1.733255999999999;51.99767999999997;2.26592;74.0;132;66;503034.0;891;0.01;6797.76;27946.33;595;296;198;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;432;0.0;504.0;1.1666666666666667;2.26592;0.0;131.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2104;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;28;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.3412099999999991;40.23629999999998;2.1392;78.31;118;66;502530.58;853;0.01;6417.6;27918.37;573;280;184;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;320;0.0;390.0;1.21875;2.1392;0.0;206.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2105;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;54;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;16.80295399999999;504.0886199999997;3.000446666666667;70.3;184;66;632833.07;1130;0.01;9001.34;35157.39;738;392;250;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;3230;0.0;4886.0;1.5126934984520124;3.000446666666667;0.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2106;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;15;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;75.85746199999996;2275.7238599999987;5.101906666666666;98.41;225;66;1506286.62;1870;0.01;15305.72;83682.59;1199;671;291;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;13680;0.0;22058.0;1.612426900584795;5.101906666666666;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2107;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;87;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;15.152233999999993;454.5670199999997;2.8618266666666665;69.96;175;66;600640.53;1085;0.01;8585.48;33368.92;714;371;241;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;2903;0.0;4406.0;1.5177402686875645;2.8618266666666665;0.0;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2108;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;59;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;97.01762899999994;2910.5288699999983;3.04585;68.44;189;66;625414.26;1143;0.01;9137.55;34745.24;751;392;255;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;12301;0.0;28211.0;2.2933907812372976;3.04585;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2109;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;5;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;4.938403999999997;148.1521199999999;2.35504;72.88;139;66;514940.63;920;0.01;7065.12;28607.81;613;307;205;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1013;0.0;1436.0;1.4175715695952615;2.35504;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
