;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered;SS_VAL_1;SV_VAL_1;SV_VAL_2;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28;M_VAL_1;M_VAL_2;M_VAL_3;M_VAL_4;M_VAL_5;M_VAL_6;M_VAL_7;M_VAL_8;M_VAL_9;M_VAL_10;M_VAL_11;M_VAL_12;M_VAL_13;M_VAL_14;M_VAL_15;M_VAL_16;M_VAL_17;M_VAL_18;M_VAL_19;M_VAL_20;M_VAL_21;M_VAL_22;M_VAL_23;M_VAL_24;M_VAL_25;M_VAL_26;M_VAL_27;M_VAL_28;M_VAL_29;M_VAL_30;M_VAL_31;M_VAL_32
4200;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;27;0.0;16.0;1001.0;8411.0;6.106226635438361e-16;288.65027124793664;9.052477202612982;271.5743160783895;3.22312;69.17;198;66;668797.52;1202;0.01;9669.36;37155.42;787;415;264;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;3746;0.0;2613.0;0.697544046983449;3.22312;0.0;187.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4201;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;84;0.0;16.0;447.0;7085.0;6.106226635438361e-16;298.1509274884567;0.244842438073;7.345273142190003;2.090713333333333;81.03;112;66;508211.37;839;0.01;6272.14;28233.97;564;275;178;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;184;0.0;73.0;0.3967391304347826;2.090713333333333;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4202;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;65;0.0;8.0;877.0;6902.0;6.106226635438361e-16;332.95598310815933;15.257272005079974;457.71816015239926;4.03179;80.51;216;66;973845.54;1486;0.01;12095.37;54102.53;959;527;282;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;7278;0.0;5080.0;0.6979939543830723;4.03179;0.0;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4203;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;96;0.0;16.0;956.0;8438.0;6.106226635438361e-16;288.65027124793664;40.06578601156492;1201.9735803469475;5.037043333333333;97.55;227;66;1474034.31;1844;0.01;15111.13;81890.79;1173;671;293;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;15541;0.0;11565.0;0.7441606074255196;5.037043333333333;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4204;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;28;0.0;16.0;1001.0;8411.0;6.106226635438361e-16;288.65027124793664;7.864188002269985;235.9256400680995;3.21919;70.23;195;66;678258.63;1203;0.01;9657.57;37681.04;788;415;261;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;3297;0.0;2270.0;0.6885047012435548;3.21919;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4205;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;54;0.0;16.0;1002.0;8489.0;6.106226635438361e-16;288.65027124793664;2.497832400720995;74.93497202162985;2.464366666666667;71.35;148;66;527507.75;955;0.01;7393.1;29305.99;635;320;214;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1107;0.0;721.0;0.6513098464317977;2.464366666666667;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4206;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;15;0.0;16.0;957.0;8424.0;6.106226635438361e-16;288.65027124793664;22.189482006404955;665.6844601921487;4.49892;86.5;227;66;1167440.4;1647;0.01;13496.76;64857.8;1052;595;293;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;8908;0.0;6405.0;0.7190166142792995;4.49892;0.0;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4207;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;87;0.0;16.0;447.0;7085.0;6.106226635438361e-16;298.1509274884567;0.244842438073;7.345273142190003;2.090713333333333;81.03;112;66;508211.37;839;0.01;6272.14;28233.97;564;275;178;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;181;0.0;73.0;0.4033149171270718;2.090713333333333;0.0;187.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4208;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;59;0.0;16.0;1002.0;8489.0;6.106226635438361e-16;288.65027124793664;3.045207600878994;91.35622802636982;2.4785233333333334;69.93;151;66;519997.2;958;0.01;7435.57;28888.73;638;320;217;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1329;0.0;879.0;0.6613995485327314;2.4785233333333334;0.0;134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4209;Bambu;xc7vx690t-3ffg1930-Virtex-7;astar;int8_t;5;0.0;16.0;957.0;8424.0;6.106226635438361e-16;288.65027124793664;44.04291721271292;1321.2875163813874;4.542576666666666;87.66;224;66;1194555.58;1666;0.01;13627.73;66364.2;1071;595;290;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;17095;0.0;12713.0;0.7436677391050015;4.542576666666666;0.0;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
