id,cInstr
values_27,15
values_84,285
values_65,48
values_96,777
values_28,594
values_54,315
values_15,363
values_87,462
values_59,15
values_5,165
values_92,51
values_0,129
values_77,57
values_17,564
values_12,132
values_33,834
values_25,60
values_19,126
values_97,294
values_81,429
values_8,633
values_73,342
values_89,66
values_82,156
values_34,711
values_70,300
values_29,15
values_51,105
values_57,513
values_88,567
values_23,768
values_45,432
values_66,219
values_36,18
values_56,333
values_26,210
values_43,93
values_52,285
values_98,225
values_61,216
values_44,471
values_68,201
values_41,168
values_85,186
values_79,702
values_71,288
values_63,96
values_20,297
values_74,120
values_72,171
values_86,507
values_75,570
values_55,465
values_14,441
values_47,660
values_91,396
values_64,141
values_11,135
values_49,693
values_62,372
values_80,366
values_39,576
values_90,201
values_53,351
values_94,246
values_7,57
values_31,54
values_93,522
values_38,138
values_58,33
values_78,15
values_50,489
values_3,477
values_13,495
values_83,423
values_1,219
values_21,243
values_32,786
values_22,39
values_9,642
values_6,15
values_76,609
values_18,432
values_16,342
values_40,207
values_2,351
values_60,432
values_99,606
values_48,138
values_69,171
values_46,315
values_24,90
values_95,21
values_42,18
values_37,546
values_10,507
values_67,48
values_35,366
values_30,180
values_4,117
