id,clockCycles,assemblyInstr
values_27,6,
values_84,248,
values_65,30,
values_96,704,
values_28,533,
values_54,266,
values_15,311,
values_87,398,
values_59,6,
values_5,125,
values_92,33,
values_0,94,
values_77,35,
values_17,504,
values_12,96,
values_33,753,
values_25,39,
values_19,97,
values_97,246,
values_81,375,
values_8,565,
values_73,297,
values_89,39,
values_82,120,
values_34,633,
values_70,254,
values_29,6,
values_51,73,
values_57,454,
values_88,508,
values_23,698,
values_45,372,
values_66,178,
values_36,7,
values_56,282,
values_26,168,
values_43,66,
values_52,238,
values_98,184,
values_61,173,
values_44,414,
values_68,160,
values_41,129,
values_85,148,
values_79,631,
values_71,240,
values_63,68,
values_20,245,
values_74,91,
values_72,140,
values_86,444,
values_75,510,
values_55,405,
values_14,392,
values_47,591,
values_91,341,
values_64,105,
values_11,106,
values_49,617,
values_62,317,
values_80,316,
values_39,512,
values_90,156,
values_53,300,
values_94,206,
values_7,33,
values_31,34,
values_93,464,
values_38,101,
values_58,17,
values_78,6,
values_50,431,
values_3,411,
values_13,430,
values_83,361,
values_1,182,
values_21,194,
values_32,717,
values_22,23,
values_9,574,
values_6,6,
values_76,538,
values_18,380,
values_16,291,
values_40,167,
values_2,298,
values_60,375,
values_99,542,
values_48,109,
values_69,134,
values_46,267,
values_24,66,
values_95,9,
values_42,7,
values_37,476,
values_10,445,
values_67,27,
values_35,310,
values_30,140,
values_4,89,
