id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,6,,15,0.400
values_84,248,,285,0.870
values_65,30,,48,0.625
values_96,704,,777,0.906
values_28,533,,594,0.897
values_54,266,,315,0.844
values_15,311,,363,0.857
values_87,398,,462,0.861
values_59,6,,15,0.400
values_5,125,,165,0.758
values_92,33,,51,0.647
values_0,94,,129,0.729
values_77,35,,57,0.614
values_17,504,,564,0.894
values_12,96,,132,0.727
values_33,753,,834,0.903
values_25,39,,60,0.650
values_19,97,,126,0.770
values_97,246,,294,0.837
values_81,375,,429,0.874
values_8,565,,633,0.893
values_73,297,,342,0.868
values_89,39,,66,0.591
values_82,120,,156,0.769
values_34,633,,711,0.890
values_70,254,,300,0.847
values_29,6,,15,0.400
values_51,73,,105,0.695
values_57,454,,513,0.885
values_88,508,,567,0.896
values_23,698,,768,0.909
values_45,372,,432,0.861
values_66,178,,219,0.813
values_36,7,,18,0.389
values_56,282,,333,0.847
values_26,168,,210,0.800
values_43,66,,93,0.710
values_52,238,,285,0.835
values_98,184,,225,0.818
values_61,173,,216,0.801
values_44,414,,471,0.879
values_68,160,,201,0.796
values_41,129,,168,0.768
values_85,148,,186,0.796
values_79,631,,702,0.899
values_71,240,,288,0.833
values_63,68,,96,0.708
values_20,245,,297,0.825
values_74,91,,120,0.758
values_72,140,,171,0.819
values_86,444,,507,0.876
values_75,510,,570,0.895
values_55,405,,465,0.871
values_14,392,,441,0.889
values_47,591,,660,0.895
values_91,341,,396,0.861
values_64,105,,141,0.745
values_11,106,,135,0.785
values_49,617,,693,0.890
values_62,317,,372,0.852
values_80,316,,366,0.863
values_39,512,,576,0.889
values_90,156,,201,0.776
values_53,300,,351,0.855
values_94,206,,246,0.837
values_7,33,,57,0.579
values_31,34,,54,0.630
values_93,464,,522,0.889
values_38,101,,138,0.732
values_58,17,,33,0.515
values_78,6,,15,0.400
values_50,431,,489,0.881
values_3,411,,477,0.862
values_13,430,,495,0.869
values_83,361,,423,0.853
values_1,182,,219,0.831
values_21,194,,243,0.798
values_32,717,,786,0.912
values_22,23,,39,0.590
values_9,574,,642,0.894
values_6,6,,15,0.400
values_76,538,,609,0.883
values_18,380,,432,0.880
values_16,291,,342,0.851
values_40,167,,207,0.807
values_2,298,,351,0.849
values_60,375,,432,0.868
values_99,542,,606,0.894
values_48,109,,138,0.790
values_69,134,,171,0.784
values_46,267,,315,0.848
values_24,66,,90,0.733
values_95,9,,21,0.429
values_42,7,,18,0.389
values_37,476,,546,0.872
values_10,445,,507,0.878
values_67,27,,48,0.562
values_35,310,,366,0.847
values_30,140,,180,0.778
values_4,89,,117,0.761
