inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 350, 53, 122, 90, 472, 143, 3379.46, 121397.69, 0.03, 35.92, 6744.32, 0.82
values_84, 371, 53, 136, 101, 507, 154, 3684.26, 131466.10, 0.03, 35.68, 7303.67, 0.86
values_65, 353, 53, 125, 93, 478, 146, 3436.74, 122410.63, 0.03, 35.62, 6800.59, 0.82
values_96, 383, 53, 147, 112, 530, 165, 3904.15, 135791.24, 0.03, 34.78, 7543.96, 0.88
values_28, 377, 53, 141, 106, 518, 159, 3788.07, 133529.59, 0.03, 35.25, 7418.31, 0.87
values_54, 372, 53, 138, 104, 510, 157, 3720.26, 130817.10, 0.03, 35.16, 7267.62, 0.86
values_15, 379, 53, 138, 103, 517, 156, 3766.55, 133730.91, 0.03, 35.50, 7429.50, 0.87
values_87, 381, 53, 143, 109, 524, 162, 3846.08, 133713.08, 0.03, 34.77, 7428.50, 0.87
values_59, 349, 53, 122, 90, 471, 143, 3372.30, 121140.49, 0.03, 35.92, 6730.03, 0.82
values_5, 364, 53, 132, 98, 496, 151, 3590.25, 128149.90, 0.03, 35.69, 7119.44, 0.85
values_92, 353, 53, 126, 94, 479, 147, 3448.64, 122500.20, 0.03, 35.52, 6805.57, 0.82
values_0, 363, 53, 131, 99, 494, 152, 3580.48, 125551.75, 0.03, 35.07, 6975.10, 0.84
values_77, 356, 53, 126, 94, 482, 147, 3470.24, 123267.43, 0.03, 35.52, 6848.19, 0.83
values_17, 386, 53, 146, 111, 532, 164, 3914.22, 136433.41, 0.03, 34.86, 7579.63, 0.88
values_12, 364, 53, 131, 98, 495, 151, 3583.01, 126922.66, 0.03, 35.42, 7051.26, 0.84
values_33, 386, 53, 147, 110, 533, 163, 3916.87, 138710.68, 0.03, 35.41, 7706.15, 0.89
values_25, 356, 53, 126, 94, 482, 147, 3470.24, 123267.43, 0.03, 35.52, 6848.19, 0.83
values_19, 362, 53, 130, 98, 492, 151, 3561.30, 125190.43, 0.03, 35.15, 6955.02, 0.83
