id,clockCycles,assemblyInstr
values_27,237,
values_84,503,
values_65,699,
values_96,129,
values_28,53,
values_54,153,
values_15,17,
values_87,459,
values_59,647,
values_5,303,
values_92,459,
values_0,303,
values_77,503,
values_17,699,
values_12,417,
values_33,549,
values_25,269,
values_19,39,
values_97,129,
values_81,377,
values_8,69,
values_73,699,
values_89,129,
values_82,53,
values_34,459,
values_70,597,
values_29,269,
values_51,179,
values_57,377,
values_88,699,
values_23,27,
values_45,647,
values_66,237,
values_36,377,
values_56,153,
values_26,597,
values_43,27,
values_52,597,
values_98,549,
values_61,647,
values_44,9,
values_68,377,
values_41,269,
values_85,377,
values_79,303,
values_71,377,
values_63,597,
values_20,237,
values_74,87,
values_72,153,
values_86,597,
values_75,87,
values_55,107,
values_14,377,
values_47,647,
values_91,647,
values_64,129,
values_11,207,
values_49,69,
values_62,53,
values_80,87,
values_39,17,
values_90,179,
values_53,179,
values_94,459,
values_7,107,
values_31,207,
values_93,699,
values_38,503,
values_58,27,
values_78,129,
values_50,303,
values_3,129,
values_13,503,
values_83,87,
values_1,269,
values_21,459,
values_32,129,
values_22,53,
values_9,269,
values_6,377,
values_76,207,
values_18,549,
values_16,87,
values_40,417,
values_2,597,
values_60,647,
values_99,87,
values_48,549,
values_69,179,
values_46,549,
values_24,69,
values_95,597,
values_42,549,
values_37,647,
values_10,129,
values_67,129,
values_35,39,
values_30,503,
values_4,417,
