id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,237,,291,0.814
values_84,503,,586,0.858
values_65,699,,805,0.868
values_96,129,,166,0.777
values_28,53,,74,0.716
values_54,153,,192,0.797
values_15,17,,29,0.586
values_87,459,,543,0.845
values_59,647,,758,0.854
values_5,303,,359,0.844
values_92,459,,537,0.855
values_0,303,,361,0.839
values_77,503,,588,0.855
values_17,699,,809,0.864
values_12,417,,492,0.848
values_33,549,,642,0.855
values_25,269,,325,0.828
values_19,39,,57,0.684
values_97,129,,169,0.763
values_81,377,,449,0.840
values_8,69,,91,0.758
values_73,699,,797,0.877
values_89,129,,167,0.772
values_82,53,,74,0.716
values_34,459,,537,0.855
values_70,597,,703,0.849
values_29,269,,327,0.823
values_51,179,,227,0.789
values_57,377,,441,0.855
values_88,699,,801,0.873
values_23,27,,39,0.692
values_45,647,,745,0.868
values_66,237,,292,0.812
values_36,377,,448,0.842
values_56,153,,197,0.777
values_26,597,,693,0.861
values_43,27,,42,0.643
values_52,597,,696,0.858
values_98,549,,633,0.867
values_61,647,,753,0.859
values_44,9,,18,0.500
values_68,377,,447,0.843
values_41,269,,331,0.813
values_85,377,,444,0.849
values_79,303,,358,0.846
values_71,377,,445,0.847
values_63,597,,691,0.864
values_20,237,,284,0.835
values_74,87,,113,0.770
values_72,153,,195,0.785
values_86,597,,685,0.872
values_75,87,,119,0.731
values_55,107,,138,0.775
values_14,377,,441,0.855
values_47,647,,735,0.880
values_91,647,,746,0.867
values_64,129,,166,0.777
values_11,207,,257,0.805
values_49,69,,93,0.742
values_62,53,,75,0.707
values_80,87,,113,0.770
values_39,17,,29,0.586
values_90,179,,226,0.792
values_53,179,,227,0.789
values_94,459,,536,0.856
values_7,107,,140,0.764
values_31,207,,258,0.802
values_93,699,,805,0.868
values_38,503,,586,0.858
values_58,27,,42,0.643
values_78,129,,168,0.768
values_50,303,,371,0.817
values_3,129,,166,0.777
values_13,503,,587,0.857
values_83,87,,117,0.744
values_1,269,,324,0.830
values_21,459,,536,0.856
values_32,129,,162,0.796
values_22,53,,73,0.726
values_9,269,,323,0.833
values_6,377,,441,0.855
values_76,207,,258,0.802
values_18,549,,642,0.855
values_16,87,,115,0.757
values_40,417,,499,0.836
values_2,597,,687,0.869
values_60,647,,745,0.868
values_99,87,,118,0.737
values_48,549,,638,0.861
values_69,179,,226,0.792
values_46,549,,634,0.866
values_24,69,,95,0.726
values_95,597,,687,0.869
values_42,549,,639,0.859
values_37,647,,744,0.870
values_10,129,,168,0.768
values_67,129,,164,0.787
values_35,39,,56,0.696
values_30,503,,583,0.863
values_4,417,,493,0.846
