id,cInstr
values_27,291
values_84,586
values_65,805
values_96,166
values_28,74
values_54,192
values_15,29
values_87,543
values_59,758
values_5,359
values_92,537
values_0,361
values_77,588
values_17,809
values_12,492
values_33,642
values_25,325
values_19,57
values_97,169
values_81,449
values_8,91
values_73,797
values_89,167
values_82,74
values_34,537
values_70,703
values_29,327
values_51,227
values_57,441
values_88,801
values_23,39
values_45,745
values_66,292
values_36,448
values_56,197
values_26,693
values_43,42
values_52,696
values_98,633
values_61,753
values_44,18
values_68,447
values_41,331
values_85,444
values_79,358
values_71,445
values_63,691
values_20,284
values_74,113
values_72,195
values_86,685
values_75,119
values_55,138
values_14,441
values_47,735
values_91,746
values_64,166
values_11,257
values_49,93
values_62,75
values_80,113
values_39,29
values_90,226
values_53,227
values_94,536
values_7,140
values_31,258
values_93,805
values_38,586
values_58,42
values_78,168
values_50,371
values_3,166
values_13,587
values_83,117
values_1,324
values_21,536
values_32,162
values_22,73
values_9,323
values_6,441
values_76,258
values_18,642
values_16,115
values_40,499
values_2,687
values_60,745
values_99,118
values_48,638
values_69,226
values_46,634
values_24,95
values_95,687
values_42,639
values_37,744
values_10,168
values_67,164
values_35,56
values_30,583
values_4,493
