id,cInstr
values_27,564
values_84,74
values_65,31
values_96,744
values_28,159
values_54,129
values_15,146
values_87,49
values_59,588
values_5,117
values_92,315
values_0,192
values_77,516
values_17,31
values_12,716
values_33,113
values_25,45
values_19,768
values_97,508
values_81,200
values_8,229
values_73,221
values_89,652
values_82,315
values_34,476
values_70,96
values_29,134
values_51,828
values_57,636
values_88,468
values_23,150
values_45,540
values_66,49
values_36,117
values_56,31
values_26,134
values_43,45
values_52,364
values_98,117
values_61,848
values_44,142
values_68,117
values_41,864
values_85,740
values_79,343
values_71,740
values_63,262
values_20,70
values_74,217
values_72,568
values_86,440
values_75,380
values_55,740
values_14,440
values_47,692
values_91,129
values_64,392
values_11,736
values_49,45
values_62,872
values_80,142
values_39,440
values_90,204
values_53,167
values_94,171
values_7,254
values_31,568
values_93,175
values_38,125
values_58,628
values_78,171
values_50,92
values_3,964
values_13,576
values_83,74
values_1,196
values_21,848
values_32,254
values_22,860
values_9,74
values_6,648
values_76,142
values_18,291
values_16,472
values_40,142
values_2,233
values_60,113
values_99,808
values_48,572
values_69,576
values_46,472
values_24,352
values_95,584
values_42,584
values_37,258
values_10,548
values_67,600
values_35,327
values_30,70
values_4,70
