id,clockCycles,assemblyInstr
values_27,388,
values_84,45,
values_65,17,
values_96,516,
values_28,106,
values_54,83,
values_15,97,
values_87,30,
values_59,402,
values_5,78,
values_92,210,
values_0,128,
values_77,355,
values_17,17,
values_12,495,
values_33,73,
values_25,29,
values_19,532,
values_97,349,
values_81,134,
values_8,151,
values_73,149,
values_89,450,
values_82,212,
values_34,325,
values_70,63,
values_29,88,
values_51,574,
values_57,435,
values_88,317,
values_23,94,
values_45,362,
values_66,28,
values_36,78,
values_56,17,
values_26,88,
values_43,29,
values_52,250,
values_98,74,
values_61,586,
values_44,92,
values_68,76,
values_41,596,
values_85,503,
values_79,231,
values_71,503,
values_63,175,
values_20,44,
values_74,146,
values_72,390,
values_86,299,
values_75,253,
values_55,510,
values_14,298,
values_47,477,
values_91,83,
values_64,260,
values_11,507,
values_49,29,
values_62,597,
values_80,96,
values_39,301,
values_90,135,
values_53,106,
values_94,115,
values_7,173,
values_31,387,
values_93,114,
values_38,80,
values_58,421,
values_78,113,
values_50,56,
values_3,654,
values_13,395,
values_83,45,
values_1,133,
values_21,591,
values_32,171,
values_22,593,
values_9,43,
values_6,438,
values_76,92,
values_18,200,
values_16,320,
values_40,92,
values_2,152,
values_60,73,
values_99,558,
values_48,396,
values_69,389,
values_46,322,
values_24,235,
values_95,400,
values_42,401,
values_37,176,
values_10,375,
values_67,418,
values_35,217,
values_30,44,
values_4,44,
