id,cInstr
values_27,16
values_84,16
values_65,16
values_96,43
values_28,16
values_54,52
values_15,16
values_87,34
values_59,16
values_5,16
values_92,52
values_0,16
values_77,34
values_17,16
values_12,52
values_33,16
values_25,43
values_19,16
values_97,16
values_81,34
values_8,16
values_73,16
values_89,52
values_82,13
values_34,16
values_70,16
values_29,61
values_51,16
values_57,16
values_88,43
values_23,34
values_45,34
values_66,16
values_36,34
values_56,52
values_26,16
values_43,16
values_52,43
values_98,52
values_61,16
values_44,52
values_68,25
values_41,16
values_85,16
values_79,61
values_71,61
values_63,34
values_20,52
values_74,43
values_72,16
values_86,16
values_75,16
values_55,16
values_14,43
values_47,16
values_91,16
values_64,16
values_11,16
values_49,52
values_62,16
values_80,16
values_39,43
values_90,16
values_53,25
values_94,16
values_7,16
values_31,43
values_93,16
values_38,16
values_58,16
values_78,25
values_50,61
values_3,34
values_13,16
values_83,43
values_1,52
values_21,43
values_32,16
values_22,16
values_9,25
values_6,16
values_76,34
values_18,16
values_16,16
values_40,16
values_2,43
values_60,16
values_99,43
values_48,16
values_69,61
values_46,43
values_24,16
values_95,16
values_42,16
values_37,13
values_10,25
values_67,13
values_35,34
values_30,13
values_4,43
