inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_84, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_65, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_96, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_28, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_54, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_15, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_87, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_59, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_5, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_92, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_0, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_77, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_17, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_12, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_33, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_25, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_19, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_97, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
values_81, 26, 3, 1, 3, 1, 2, 8, 5, 5, 5, 0, 8, 5, 5, 100.0
