,Area,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
Area,1.0,-0.0206069422090246,0.02733623256327487,-0.07484766378713538,0.041503839187248606,0.01696089207612666,0.013422440843684673,-0.00495732508410993,0.016097292744833517,-0.021877156145755267,-0.012129591765703157,-0.019355026771453218,0.0014855434572861035,0.0009128090763799279,-0.0062815048451278985,-0.015753787343485034,0.011909563600750312,-0.005170283858896076,0.006385649285939785,0.0008090446563584391,0.0009075957571893632,0.007830650903574867,0.005011131550775613,0.016917474793503515,0.005748816618130521,0.0121800610505306,0.00043903498110920363,0.007720180720720183,-0.0015709743745373685,0.0077078858647114815,-0.004007112666479239,-0.005202746396353684
SS_VAL_1,-0.0206069422090246,1.0,-0.2171819947845172,-0.23096329464563256,0.05861032715541299,0.03739343485367406,0.05965775206545589,0.08555305038997721,0.08691266274328895,0.05323844686218612,0.07528658529806675,0.10064544828842928,0.07833282500285609,0.10205886052076658,0.10043297407934926,0.1558316300745043,0.06267855635033073,0.13906304383905843,0.0907147525158726,0.10737844560345097,0.09742939719059937,0.09382129567628454,0.1029565593419901,0.037134215771449854,0.09900461372786738,0.01681257070007377,0.13556477161316777,0.061591004484292444,0.1347831587410207,0.06523542119451518,0.06909901144485799,0.03242710606068949
SV_VAL_1,0.02733623256327487,-0.2171819947845172,1.0,0.39465506519655136,-0.012385951237435001,0.002894898928614145,-0.015090568203042588,-0.014602426924651694,-0.009137944446323062,-0.0001484982095289854,0.003040837425356495,-0.0141984174524827,-0.023445915853127015,-0.025551934315926592,0.015129238367096221,-0.04888687524651911,0.005826017588850788,-0.033721642180186764,-0.02342848928548016,-0.02001282449277989,0.001670176363231548,-0.007877527233142848,-0.011461821288969526,-0.01915513010527213,-0.012585606604063472,0.021885535009581177,0.00171760381739665,-0.006489360093550049,0.010418422107968407,-0.005731288331416711,-0.005709319731587087,-0.0026271831753515752
SV_VAL_2,-0.07484766378713538,-0.23096329464563256,0.39465506519655136,1.0,-0.024160002881462046,-0.02007742593025132,-0.021696709599227797,-0.021258669022018645,-0.022374193984735505,-0.01502299525486769,-0.01633972192730907,-0.01971801909964791,-0.023827687115959492,-0.022099529169790307,-0.02472625864570765,-0.030858698614677493,-0.009609627465263084,-0.026770734791443873,-0.016163550470043062,-0.01917562513383081,-0.01580540650217927,-0.01411893243856477,-0.014338911635953742,-0.006326492976605618,-0.013874060397802045,-0.0020846497091780093,-0.017578513502819835,-0.007535357613377331,-0.01596378525212997,-0.007654545585211459,-0.007625204948496758,-0.0035087910803919347
V_VAL_1,0.041503839187248606,0.05861032715541299,-0.012385951237435001,-0.024160002881462046,1.0,0.1718362350347966,0.11083044949777295,0.10458143779445446,0.06840668827230281,0.12923671448102977,0.16626887479533506,0.1616897586120152,0.08053091201995653,0.08448855829143763,0.09737196873748874,0.09978819287528554,0.07663738806705261,0.09618979892768396,0.12545285904702563,0.11134115089766038,0.055362819239855296,0.07589610719913727,0.10137282988433169,0.05600931386322465,0.08204490133460822,0.030983622327321884,0.047575223120611985,0.02799050799438109,0.014933005027023376,0.030086605566834238,0.015095521915748467,0.043326001603960856
V_VAL_2,0.01696089207612666,0.03739343485367406,0.002894898928614145,-0.02007742593025132,0.1718362350347966,1.0,0.10121968978976426,0.11403090236787741,0.11923908295118488,0.08395895945277496,0.09195829077759378,0.126913931230636,0.08983390220680186,0.0861613403061622,0.10212472113825302,0.09846363882496723,0.04345786682339826,0.10814371132846008,0.100220070008853,0.09979389671309974,0.03827010493308426,0.12793411999126675,0.048632396744740396,0.07035248042059339,0.04779458870713725,0.086914997014998,0.05471993672142267,0.03488619814885459,0.007837155127641396,0.04884559681588655,0.014325113923344011,0.03182922733984329
V_VAL_3,0.013422440843684673,0.05965775206545589,-0.015090568203042588,-0.021696709599227797,0.11083044949777295,0.10121968978976426,1.0,0.14542986752209933,0.1324764778071444,0.2138119153414995,0.12458557894346146,0.14496805270283342,0.11337135476885687,0.12309910827564095,0.15002472239196846,0.11468513453626827,0.1131947827526853,0.14258839079680605,0.10737456923804975,0.05646350485232709,0.08066006975581849,0.0833972686723369,0.08179883204481815,0.109767245732255,0.04474476914157504,0.05325610882210107,0.05655909924532197,0.05618306532904225,0.05938676058961766,0.01698242470676143,0.05928114444764433,0.02895683980998107
V_VAL_4,-0.00495732508410993,0.08555305038997721,-0.014602426924651694,-0.021258669022018645,0.10458143779445446,0.11403090236787741,0.14542986752209933,1.0,0.15222187096038797,0.046061820332572605,0.1713904194365991,0.09993550171200623,0.1461634269964521,0.12302705780496959,0.10535844104449049,0.12303433564514721,0.09057105074161753,0.16458393343117053,0.12165552817399433,0.07427754305166384,-0.0005922034918131764,0.06120400677683387,0.12040715899552774,0.11113404462788917,0.1885625061036298,0.0863448639353463,0.0215281748877519,0.06964124869992644,0.07242309632497913,0.03277673264895397,0.013840157991080725,-0.005474150795330542
V_VAL_5,0.016097292744833517,0.08691266274328895,-0.009137944446323062,-0.022374193984735505,0.06840668827230281,0.11923908295118488,0.1324764778071444,0.15222187096038797,1.0,0.1367022381902124,0.06586029111053525,0.10960303105193642,0.10277484903504513,0.13964640047144497,0.0982805242048039,0.1360528600529857,0.13026460974041332,0.10275059742057488,0.12622230625099762,0.12739566524995313,0.15050978184020236,0.10307436991135338,0.08036624513694332,0.05722066312931856,0.09806365926659062,0.053207152180742366,0.06760424319285607,0.05295273237782325,0.03052822847980738,0.012836958356179033,0.013570603952325077,0.01172687373545617
V_VAL_6,-0.021877156145755267,0.05323844686218612,-0.0001484982095289854,-0.01502299525486769,0.12923671448102977,0.08395895945277496,0.2138119153414995,0.046061820332572605,0.1367022381902124,1.0,0.10307930074068979,0.19214776833759736,0.13220056851492903,0.13833439502835135,0.15857543747619912,0.11625918106721282,0.11746799353815467,0.11105435323774597,0.14525977968817208,0.11751811791025242,0.13949070435233127,0.11435215871774326,0.03856781805596128,0.06185492489137265,0.05396918494870193,0.03155082076169626,0.030862508328926452,0.06434297474674812,0.03469709485991256,0.08317328085363528,0.0511385990249744,-0.019649459738211035
