id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,1053,,328,3.210
values_84,319,,90,3.544
values_65,1086,,363,2.992
values_96,523,,106,4.934
values_28,2313,,452,5.117
values_54,1086,,363,2.992
values_15,1086,,363,2.992
values_87,319,,90,3.544
values_59,1086,,363,2.992
values_5,1086,,363,2.992
values_92,319,,90,3.544
values_0,1086,,363,2.992
values_77,319,,90,3.544
values_17,1086,,363,2.992
values_12,1086,,363,2.992
values_33,2313,,452,5.117
values_25,1053,,328,3.210
values_19,1086,,363,2.992
values_97,319,,90,3.544
values_81,523,,106,4.934
values_8,2346,,487,4.817
values_73,2346,,487,4.817
values_89,319,,90,3.544
values_82,319,,90,3.544
values_34,1053,,328,3.210
values_70,1086,,363,2.992
values_29,1053,,328,3.210
values_51,1292,,379,3.409
values_57,1086,,363,2.992
values_88,931,,142,6.556
values_23,2346,,487,4.817
values_45,1053,,328,3.210
values_66,1292,,379,3.409
values_36,1259,,344,3.660
values_56,1292,,379,3.409
values_26,1259,,344,3.660
values_43,2313,,452,5.117
values_52,1086,,363,2.992
values_98,931,,142,6.556
values_61,1292,,379,3.409
values_44,1053,,328,3.210
values_68,2346,,487,4.817
values_41,1259,,344,3.660
values_85,319,,90,3.544
values_79,319,,90,3.544
values_71,1292,,379,3.409
values_63,2346,,487,4.817
values_20,1086,,363,2.992
values_74,1086,,363,2.992
values_72,1086,,363,2.992
values_86,523,,106,4.934
values_75,319,,90,3.544
values_55,1086,,363,2.992
values_14,1086,,363,2.992
values_47,1053,,328,3.210
values_91,523,,106,4.934
values_64,1086,,363,2.992
values_11,1292,,379,3.409
values_49,1053,,328,3.210
values_62,1086,,363,2.992
values_80,319,,90,3.544
values_39,1053,,328,3.210
values_90,319,,90,3.544
values_53,2346,,487,4.817
values_94,319,,90,3.544
values_7,1086,,363,2.992
values_31,1259,,344,3.660
values_93,931,,142,6.556
values_38,2313,,452,5.117
values_58,2346,,487,4.817
values_78,931,,142,6.556
values_50,1086,,363,2.992
values_3,2346,,487,4.817
values_13,2346,,487,4.817
values_83,931,,142,6.556
values_1,1292,,379,3.409
values_21,1292,,379,3.409
values_32,1053,,328,3.210
values_22,1086,,363,2.992
values_9,1086,,363,2.992
values_6,1292,,379,3.409
values_76,523,,106,4.934
values_18,2346,,487,4.817
values_16,1292,,379,3.409
values_40,1053,,328,3.210
values_2,1086,,363,2.992
values_60,1086,,363,2.992
values_99,319,,90,3.544
values_48,2313,,452,5.117
values_69,1086,,363,2.992
values_46,1259,,344,3.660
values_24,1086,,363,2.992
values_95,319,,90,3.544
values_42,1053,,328,3.210
values_37,1053,,328,3.210
values_10,1086,,363,2.992
values_67,1086,,363,2.992
values_35,1053,,328,3.210
values_30,1053,,328,3.210
values_4,1086,,363,2.992
