id,clockCycles,assemblyInstr
values_27,1053,
values_84,319,
values_65,1086,
values_96,523,
values_28,2313,
values_54,1086,
values_15,1086,
values_87,319,
values_59,1086,
values_5,1086,
values_92,319,
values_0,1086,
values_77,319,
values_17,1086,
values_12,1086,
values_33,2313,
values_25,1053,
values_19,1086,
values_97,319,
values_81,523,
values_8,2346,
values_73,2346,
values_89,319,
values_82,319,
values_34,1053,
values_70,1086,
values_29,1053,
values_51,1292,
values_57,1086,
values_88,931,
values_23,2346,
values_45,1053,
values_66,1292,
values_36,1259,
values_56,1292,
values_26,1259,
values_43,2313,
values_52,1086,
values_98,931,
values_61,1292,
values_44,1053,
values_68,2346,
values_41,1259,
values_85,319,
values_79,319,
values_71,1292,
values_63,2346,
values_20,1086,
values_74,1086,
values_72,1086,
values_86,523,
values_75,319,
values_55,1086,
values_14,1086,
values_47,1053,
values_91,523,
values_64,1086,
values_11,1292,
values_49,1053,
values_62,1086,
values_80,319,
values_39,1053,
values_90,319,
values_53,2346,
values_94,319,
values_7,1086,
values_31,1259,
values_93,931,
values_38,2313,
values_58,2346,
values_78,931,
values_50,1086,
values_3,2346,
values_13,2346,
values_83,931,
values_1,1292,
values_21,1292,
values_32,1053,
values_22,1086,
values_9,1086,
values_6,1292,
values_76,523,
values_18,2346,
values_16,1292,
values_40,1053,
values_2,1086,
values_60,1086,
values_99,319,
values_48,2313,
values_69,1086,
values_46,1259,
values_24,1086,
values_95,319,
values_42,1053,
values_37,1053,
values_10,1086,
values_67,1086,
values_35,1053,
values_30,1053,
values_4,1086,
