id,cInstr
values_27,46
values_84,53
values_65,74
values_96,74
values_28,32
values_54,25
values_15,39
values_87,74
values_59,53
values_5,18
values_92,74
values_0,25
values_77,60
values_17,18
values_12,46
values_33,67
values_25,39
values_19,46
values_97,74
values_81,67
values_8,67
values_73,32
values_89,67
values_82,81
values_34,67
values_70,25
values_29,25
values_51,25
values_57,67
values_88,46
values_23,74
values_45,39
values_66,81
values_36,46
values_56,81
values_26,25
values_43,39
values_52,39
values_98,81
values_61,32
values_44,32
values_68,32
values_41,81
values_85,81
values_79,32
values_71,67
values_63,81
values_20,53
values_74,18
values_72,18
values_86,18
values_75,60
values_55,60
values_14,53
values_47,53
values_91,81
values_64,81
values_11,74
values_49,18
values_62,74
values_80,53
values_39,67
values_90,81
values_53,67
values_94,60
values_7,81
values_31,74
values_93,67
values_38,60
values_58,46
values_78,67
values_50,67
values_3,74
values_13,53
values_83,25
values_1,60
values_21,25
values_32,25
values_22,18
values_9,39
values_6,53
values_76,32
values_18,53
values_16,74
values_40,46
values_2,32
values_60,25
values_99,46
values_48,32
values_69,46
values_46,67
values_24,25
values_95,18
values_42,32
values_37,60
values_10,18
values_67,53
values_35,39
values_30,67
values_4,39
