id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,8,,46,0.174
values_84,9,,53,0.170
values_65,12,,74,0.162
values_96,12,,74,0.162
values_28,6,,32,0.188
values_54,5,,25,0.200
values_15,7,,39,0.179
values_87,12,,74,0.162
values_59,9,,53,0.170
values_5,4,,18,0.222
values_92,12,,74,0.162
values_0,5,,25,0.200
values_77,10,,60,0.167
values_17,4,,18,0.222
values_12,8,,46,0.174
values_33,11,,67,0.164
values_25,7,,39,0.179
values_19,8,,46,0.174
values_97,12,,74,0.162
values_81,11,,67,0.164
values_8,11,,67,0.164
values_73,6,,32,0.188
values_89,11,,67,0.164
values_82,13,,81,0.160
values_34,11,,67,0.164
values_70,5,,25,0.200
values_29,5,,25,0.200
values_51,5,,25,0.200
values_57,11,,67,0.164
values_88,8,,46,0.174
values_23,12,,74,0.162
values_45,7,,39,0.179
values_66,13,,81,0.160
values_36,8,,46,0.174
values_56,13,,81,0.160
values_26,5,,25,0.200
values_43,7,,39,0.179
values_52,7,,39,0.179
values_98,13,,81,0.160
values_61,6,,32,0.188
values_44,6,,32,0.188
values_68,6,,32,0.188
values_41,13,,81,0.160
values_85,13,,81,0.160
values_79,6,,32,0.188
values_71,11,,67,0.164
values_63,13,,81,0.160
values_20,9,,53,0.170
values_74,4,,18,0.222
values_72,4,,18,0.222
values_86,4,,18,0.222
values_75,10,,60,0.167
values_55,10,,60,0.167
values_14,9,,53,0.170
values_47,9,,53,0.170
values_91,13,,81,0.160
values_64,13,,81,0.160
values_11,12,,74,0.162
values_49,4,,18,0.222
values_62,12,,74,0.162
values_80,9,,53,0.170
values_39,11,,67,0.164
values_90,13,,81,0.160
values_53,11,,67,0.164
values_94,10,,60,0.167
values_7,13,,81,0.160
values_31,12,,74,0.162
values_93,11,,67,0.164
values_38,10,,60,0.167
values_58,8,,46,0.174
values_78,11,,67,0.164
values_50,11,,67,0.164
values_3,12,,74,0.162
values_13,9,,53,0.170
values_83,5,,25,0.200
values_1,10,,60,0.167
values_21,5,,25,0.200
values_32,5,,25,0.200
values_22,4,,18,0.222
values_9,7,,39,0.179
values_6,9,,53,0.170
values_76,6,,32,0.188
values_18,9,,53,0.170
values_16,12,,74,0.162
values_40,8,,46,0.174
values_2,6,,32,0.188
values_60,5,,25,0.200
values_99,8,,46,0.174
values_48,6,,32,0.188
values_69,8,,46,0.174
values_46,11,,67,0.164
values_24,5,,25,0.200
values_95,4,,18,0.222
values_42,6,,32,0.188
values_37,10,,60,0.167
values_10,4,,18,0.222
values_67,9,,53,0.170
values_35,7,,39,0.179
values_30,11,,67,0.164
values_4,7,,39,0.179
