id,clockCycles,assemblyInstr
values_27,8,
values_84,9,
values_65,12,
values_96,12,
values_28,6,
values_54,5,
values_15,7,
values_87,12,
values_59,9,
values_5,4,
values_92,12,
values_0,5,
values_77,10,
values_17,4,
values_12,8,
values_33,11,
values_25,7,
values_19,8,
values_97,12,
values_81,11,
values_8,11,
values_73,6,
values_89,11,
values_82,13,
values_34,11,
values_70,5,
values_29,5,
values_51,5,
values_57,11,
values_88,8,
values_23,12,
values_45,7,
values_66,13,
values_36,8,
values_56,13,
values_26,5,
values_43,7,
values_52,7,
values_98,13,
values_61,6,
values_44,6,
values_68,6,
values_41,13,
values_85,13,
values_79,6,
values_71,11,
values_63,13,
values_20,9,
values_74,4,
values_72,4,
values_86,4,
values_75,10,
values_55,10,
values_14,9,
values_47,9,
values_91,13,
values_64,13,
values_11,12,
values_49,4,
values_62,12,
values_80,9,
values_39,11,
values_90,13,
values_53,11,
values_94,10,
values_7,13,
values_31,12,
values_93,11,
values_38,10,
values_58,8,
values_78,11,
values_50,11,
values_3,12,
values_13,9,
values_83,5,
values_1,10,
values_21,5,
values_32,5,
values_22,4,
values_9,7,
values_6,9,
values_76,6,
values_18,9,
values_16,12,
values_40,8,
values_2,6,
values_60,5,
values_99,8,
values_48,6,
values_69,8,
values_46,11,
values_24,5,
values_95,4,
values_42,6,
values_37,10,
values_10,4,
values_67,9,
values_35,7,
values_30,11,
values_4,7,
