id,cInstr
values_27,9271
values_84,1924
values_65,6735
values_96,1900
values_28,7263
values_54,534
values_15,4163
values_87,4588
values_59,7877
values_5,9196
values_92,392
values_0,9834
values_77,9087
values_17,1898
values_12,270
values_33,1917
values_25,389
values_19,1114
values_97,9158
values_81,2946
values_8,1606
values_73,7215
values_89,5155
values_82,7887
values_34,269
values_70,4150
values_29,1111
values_51,7887
values_57,9916
values_88,4648
values_23,1608
values_45,8509
values_66,7289
values_36,4625
values_56,6149
values_26,7350
values_43,4147
values_52,8445
values_98,103
values_61,172
values_44,7947
values_68,177
values_41,4625
values_85,7908
values_79,7282
values_71,904
values_63,5102
values_20,1605
values_74,2213
values_72,3722
values_86,1356
values_75,704
values_55,6146
values_14,4143
values_47,9179
values_91,8497
values_64,9822
values_11,540
values_49,104
values_62,2231
values_80,395
values_39,4599
values_90,103
values_53,533
values_94,270
values_7,1348
values_31,268
values_93,5594
values_38,395
values_58,1938
values_78,395
values_50,6127
values_3,177
values_13,7331
values_83,898
values_1,7331
values_21,3311
values_32,5126
values_22,4171
values_9,7883
values_6,6749
values_76,105
values_18,7114
values_16,1112
values_40,105
values_2,104
values_60,270
values_99,1104
values_48,174
values_69,8551
values_46,5599
values_24,1587
values_95,898
values_42,6691
values_37,7879
values_10,1114
values_67,9041
values_35,5588
values_30,534
values_4,537
