id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,12024,,9271,1.297
values_84,2454,,1924,1.275
values_65,8717,,6735,1.294
values_96,2462,,1900,1.296
values_28,9465,,7263,1.303
values_54,654,,534,1.225
values_15,5394,,4163,1.296
values_87,5998,,4588,1.307
values_59,10264,,7877,1.303
values_5,11918,,9196,1.296
values_92,478,,392,1.219
values_0,12837,,9834,1.305
values_77,11945,,9087,1.315
values_17,2464,,1898,1.298
values_12,307,,270,1.137
values_33,2469,,1917,1.288
values_25,483,,389,1.242
values_19,1416,,1114,1.271
values_97,11950,,9158,1.305
values_81,3786,,2946,1.285
values_8,2082,,1606,1.296
values_73,9457,,7215,1.311
values_89,6631,,5155,1.286
values_82,10258,,7887,1.301
values_34,306,,269,1.138
values_70,5397,,4150,1.300
values_29,1423,,1111,1.281
values_51,10266,,7887,1.302
values_57,12823,,9916,1.293
values_88,5986,,4648,1.288
values_23,2116,,1608,1.316
values_45,11079,,8509,1.302
values_66,9469,,7289,1.299
values_36,5993,,4625,1.296
values_56,7973,,6149,1.297
values_26,9470,,7350,1.288
values_43,5456,,4147,1.316
values_52,11079,,8445,1.312
values_98,84,,103,0.816
values_61,188,,172,1.093
values_44,10256,,7947,1.291
values_68,188,,177,1.062
values_41,6007,,4625,1.299
values_85,10247,,7908,1.296
values_79,9440,,7282,1.296
values_71,1157,,904,1.280
values_63,6624,,5102,1.298
values_20,2081,,1605,1.297
values_74,2900,,2213,1.310
values_72,4828,,3722,1.297
values_86,1731,,1356,1.277
values_75,901,,704,1.280
values_55,7996,,6146,1.301
values_14,5420,,4143,1.308
values_47,11901,,9179,1.297
values_91,11101,,8497,1.306
values_64,12827,,9822,1.306
values_11,658,,540,1.219
values_49,85,,104,0.817
values_62,2878,,2231,1.290
values_80,464,,395,1.175
values_39,5995,,4599,1.304
values_90,84,,103,0.816
values_53,665,,533,1.248
values_94,307,,270,1.137
values_7,1737,,1348,1.289
values_31,303,,268,1.131
values_93,7295,,5594,1.304
values_38,468,,395,1.185
values_58,2464,,1938,1.271
values_78,468,,395,1.185
values_50,7989,,6127,1.304
values_3,188,,177,1.062
values_13,9465,,7331,1.291
values_83,1129,,898,1.257
values_1,9461,,7331,1.291
values_21,4270,,3311,1.290
values_32,6614,,5126,1.290
values_22,5404,,4171,1.296
values_9,10262,,7883,1.302
values_6,8701,,6749,1.289
values_76,86,,105,0.819
values_18,9450,,7114,1.328
values_16,1418,,1112,1.275
values_40,86,,105,0.819
values_2,85,,104,0.817
values_60,301,,270,1.115
values_99,1410,,1104,1.277
values_48,190,,174,1.092
values_69,11095,,8551,1.298
values_46,7280,,5599,1.300
values_24,2096,,1587,1.321
values_95,1131,,898,1.259
values_42,8741,,6691,1.306
values_37,10252,,7879,1.301
values_10,1441,,1114,1.294
values_67,11997,,9041,1.327
values_35,7283,,5588,1.303
values_30,667,,534,1.249
values_4,657,,537,1.223
