id,clockCycles,assemblyInstr
values_27,18,
values_84,29,
values_65,11,
values_96,34,
values_28,18,
values_54,61,
values_15,9,
values_87,16,
values_59,24,
values_5,21,
values_92,24,
values_0,25,
values_77,14,
values_17,13,
values_12,29,
values_33,25,
values_25,21,
values_19,19,
values_97,21,
values_81,17,
values_8,10,
values_73,19,
values_89,24,
values_82,23,
values_34,35,
values_70,18,
values_29,26,
values_51,26,
values_57,25,
values_88,17,
values_23,20,
values_45,15,
values_66,30,
values_36,25,
values_56,109,
values_26,24,
values_43,17,
values_52,26,
values_98,25,
values_61,14,
values_44,28,
values_68,28,
values_41,20,
values_85,22,
values_79,17,
values_71,16,
values_63,26,
values_20,24,
values_74,26,
values_72,24,
values_86,23,
values_75,19,
values_55,24,
values_14,31,
values_47,11,
values_91,30,
values_64,27,
values_11,16,
values_49,15,
values_62,16,
values_80,23,
values_39,21,
values_90,34,
values_53,28,
values_94,25,
values_7,21,
values_31,19,
values_93,19,
values_38,6,
values_58,25,
values_78,12,
values_50,109,
values_3,25,
values_13,20,
values_83,22,
values_1,30,
values_21,16,
values_32,37,
values_22,23,
values_9,19,
values_6,25,
values_76,18,
values_18,18,
values_16,22,
values_40,23,
values_2,23,
values_60,30,
values_99,24,
values_48,19,
values_69,13,
values_46,23,
values_24,27,
values_95,21,
values_42,24,
values_37,18,
values_10,22,
values_67,22,
values_35,20,
values_30,25,
values_4,29,
