id,cInstr
values_27,63
values_84,105
values_65,39
values_96,95
values_28,63
values_54,144
values_15,35
values_87,54
values_59,75
values_5,64
values_92,75
values_0,87
values_77,50
values_17,43
values_12,85
values_33,82
values_25,64
values_19,65
values_97,74
values_81,61
values_8,37
values_73,65
values_89,65
values_82,68
values_34,97
values_70,63
values_29,74
values_51,79
values_57,77
values_88,56
values_23,62
values_45,52
values_66,92
values_36,72
values_56,235
values_26,75
values_43,61
values_52,79
values_98,82
values_61,50
values_44,78
values_68,93
values_41,62
values_85,76
values_79,61
values_71,59
values_63,74
values_20,75
values_74,84
values_72,85
values_86,83
values_75,70
values_55,75
values_14,89
values_47,44
values_91,82
values_64,91
values_11,59
values_49,57
values_62,59
values_80,83
values_39,64
values_90,95
values_53,78
values_94,82
values_7,69
values_31,65
values_93,60
values_38,24
values_58,77
values_78,46
values_50,235
values_3,72
values_13,67
values_83,76
values_1,77
values_21,54
values_32,101
values_22,78
values_9,65
values_6,87
values_76,63
values_18,63
values_16,66
values_40,68
values_2,78
values_60,92
values_99,70
values_48,65
values_69,43
values_46,68
values_24,91
values_95,69
values_42,75
values_37,58
values_10,66
values_67,66
values_35,67
values_30,72
values_4,105
