id,cInstr
values_27,330
values_84,612
values_65,129
values_96,636
values_28,501
values_54,345
values_15,228
values_87,630
values_59,609
values_5,375
values_92,39
values_0,249
values_77,495
values_17,72
values_12,81
values_33,36
values_25,435
values_19,24
values_97,150
values_81,210
values_8,132
values_73,114
values_89,24
values_82,60
values_34,309
values_70,150
values_29,546
values_51,18
values_57,24
values_88,111
values_23,156
values_45,228
values_66,318
values_36,573
values_56,147
values_26,603
values_43,66
values_52,261
values_98,471
values_61,678
values_44,66
values_68,387
values_41,207
values_85,24
values_79,579
values_71,291
values_63,375
values_20,120
values_74,582
values_72,354
values_86,42
values_75,24
values_55,198
values_14,51
values_47,123
values_91,624
values_64,492
values_11,165
values_49,297
values_62,273
values_80,177
values_39,15
values_90,405
values_53,282
values_94,357
values_7,396
values_31,264
values_93,588
values_38,588
values_58,126
values_78,315
values_50,594
values_3,222
values_13,42
values_83,309
values_1,150
values_21,132
values_32,210
values_22,234
values_9,777
values_6,27
values_76,69
values_18,57
values_16,87
values_40,75
values_2,135
values_60,243
values_99,519
values_48,444
values_69,195
values_46,78
values_24,297
values_95,378
values_42,198
values_37,603
values_10,417
values_67,552
values_35,264
values_30,423
values_4,27
