inputName,size,a[size]
values_27,17,"{-85, 41, 1, 11, -67, 105, 92, 126, -36, 8, 115, -95, -44, 9, -70, -126, 43"
values_84,24,"{-42, -106, -57, 88, 26, 102, 68, 114, -37, 111, -18, 103, 1, 117, -125, 6, -108, 114, -98, 38, -107, -12, -114, -58"
values_65,12,"{-115, -94, 28, 30, -43, 88, 30, -69, 23, 43, 110, 28"
values_96,24,"{67, -34, 31, -62, 91, -101, 18, 21, -124, 100, -72, -109, -10, 37, 13, 23, -108, -80, -122, -97, -77, -100, 88, -22"
values_28,21,"{-28, -52, 101, 117, 91, -81, 79, -88, 6, -88, -125, 53, -101, -17, 16, 11, -111, 37, -97, -50, 23"
values_54,19,"{-103, 95, -37, -109, 10, -23, 45, 63, 104, -63, -94, -53, -107, -12, -109, 89, -14, 50, 87"
values_15,14,"{-19, 109, 97, -120, 88, -117, 53, -118, -85, 38, -78, 83, 10, 78"
values_87,25,"{-26, -55, -13, -64, -14, 44, -23, 73, 15, 58, -29, -65, -55, 96, 40, -72, -117, 33, -69, 111, -97, -96, 15, 9, 3"
values_59,28,"{1, -62, -119, 30, -43, 46, 29, -66, -24, -8, 6, -78, -67, 16, 55, 81, -4, 116, 51, 3, 69, -59, -47, 31, 124, 61, -44, -5"
values_5,18,"{119, 73, -16, -7, 99, -91, -112, -45, -107, -6, -73, 45, 94, -123, -66, -56, 5, -12"
values_92,4,"{-16, 22, -69, -32"
values_0,16,"{12, 15, -53, -11, -112, -95, 34, 92, 44, -72, -20, 101, -97, 16, 11, 84"
values_77,22,"{21, 98, 104, -28, -69, 69, 78, 69, 97, 2, -11, -46, 76, -80, 122, 28, 113, -82, -29, 112, -46, 100"
values_17,7,"{-116, 37, -108, 99, -55, -90, -74"
values_12,8,"{43, -125, -97, -109, -116, -19, 6, 21"
values_33,4,"{-45, 31, 62, -98"
values_25,20,"{-35, 84, -6, -115, 2, 126, 100, -97, -53, 122, -20, -43, 67, -120, -38, 48, -8, 5, -9, -89"
values_19,3,"{-43, 48, -7"
values_97,12,"{44, -107, -70, -53, 24, -7, -65, -33, -26, -98, 100, 48"
values_81,14,"{114, 70, -86, -45, 121, -85, -110, 68, 78, -117, 78, 58, 86, 109"
values_8,10,"{35, 22, 97, 39, 2, 58, 80, -23, 118, -7"
values_73,8,"{123, 18, -87, 72, -117, -81, -84, -97"
values_89,3,"{25, -85, 63"
values_82,6,"{68, -90, 99, -75, 82, 26"
values_34,18,"{-64, 65, -109, 118, 90, -17, 7, -13, -18, -112, 32, -90, 88, 85, 73, 96, 88, -35"
values_70,11,"{11, 86, -108, 35, -81, -112, 8, 85, 65, 122, -116"
values_29,25,"{75, -94, -61, -79, -110, -53, 36, 116, -46, -117, -78, 64, 84, -102, 15, -126, 18, 36, 48, -74, 69, -30, 44, 38, -79"
values_51,2,"{41, -42"
values_57,3,"{-101, 102, -82"
values_88,8,"{93, 31, -28, -23, 75, 85, -58, -112"
