id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,283,,330,0.858
values_84,550,,612,0.899
values_65,96,,129,0.744
values_96,570,,636,0.896
values_28,441,,501,0.880
values_54,298,,345,0.864
values_15,192,,228,0.842
values_87,556,,630,0.883
values_59,537,,609,0.882
values_5,320,,375,0.853
values_92,23,,39,0.590
values_0,203,,249,0.815
values_77,432,,495,0.873
values_17,52,,72,0.722
values_12,58,,81,0.716
values_33,19,,36,0.528
values_25,383,,435,0.880
values_19,13,,24,0.542
values_97,118,,150,0.787
values_81,165,,210,0.786
values_8,97,,132,0.735
values_73,85,,114,0.746
values_89,10,,24,0.417
values_82,40,,60,0.667
values_34,261,,309,0.845
values_70,113,,150,0.753
values_29,479,,546,0.877
values_51,7,,18,0.389
values_57,13,,24,0.542
values_88,79,,111,0.712
values_23,119,,156,0.763
values_45,177,,228,0.776
values_66,272,,318,0.855
values_36,507,,573,0.885
values_56,116,,147,0.789
values_26,534,,603,0.886
values_43,43,,66,0.652
values_52,210,,261,0.805
values_98,416,,471,0.883
values_61,613,,678,0.904
values_44,43,,66,0.652
values_68,331,,387,0.855
values_41,166,,207,0.802
values_85,13,,24,0.542
values_79,516,,579,0.891
values_71,247,,291,0.849
values_63,327,,375,0.872
values_20,91,,120,0.758
values_74,514,,582,0.883
values_72,303,,354,0.856
values_86,22,,42,0.524
values_75,10,,24,0.417
values_55,155,,198,0.783
values_14,30,,51,0.588
values_47,91,,123,0.740
values_91,561,,624,0.899
values_64,434,,492,0.882
values_11,134,,165,0.812
values_49,255,,297,0.859
values_62,231,,273,0.846
values_80,141,,177,0.797
values_39,6,,15,0.400
values_90,355,,405,0.877
values_53,235,,282,0.833
values_94,305,,357,0.854
values_7,345,,396,0.871
values_31,218,,264,0.826
values_93,519,,588,0.883
values_38,521,,588,0.886
values_58,92,,126,0.730
values_78,270,,315,0.857
values_50,530,,594,0.892
values_3,188,,222,0.847
values_13,24,,42,0.571
values_83,261,,309,0.845
values_1,121,,150,0.807
values_21,99,,132,0.750
values_32,169,,210,0.805
values_22,199,,234,0.850
values_9,710,,777,0.914
values_6,14,,27,0.519
values_76,43,,69,0.623
values_18,34,,57,0.596
values_16,65,,87,0.747
values_40,54,,75,0.720
values_2,105,,135,0.778
values_60,200,,243,0.823
values_99,463,,519,0.892
values_48,390,,444,0.878
values_69,155,,195,0.795
values_46,53,,78,0.679
values_24,252,,297,0.848
values_95,321,,378,0.849
values_42,158,,198,0.798
values_37,531,,603,0.881
values_10,362,,417,0.868
values_67,489,,552,0.886
values_35,215,,264,0.814
values_30,370,,423,0.875
values_4,13,,27,0.481
