id,clockCycles,assemblyInstr
values_27,1104,
values_84,760,
values_65,480,
values_96,684,
values_28,112,
values_54,24,
values_15,364,
values_87,840,
values_59,312,
values_5,112,
values_92,544,
values_0,60,
values_77,1104,
values_17,760,
values_12,1012,
values_33,1104,
values_25,84,
values_19,1012,
values_97,544,
values_81,24,
values_8,312,
values_73,612,
values_89,684,
values_82,24,
values_34,544,
values_70,420,
values_29,12,
values_51,684,
values_57,1300,
values_88,364,
values_23,760,
values_45,180,
values_66,684,
values_36,420,
values_56,364,
values_26,1200,
values_43,480,
values_52,180,
values_98,220,
values_61,480,
values_44,40,
values_68,220,
values_41,220,
values_85,760,
values_79,924,
values_71,180,
values_63,544,
values_20,612,
values_74,364,
values_72,420,
values_86,60,
values_75,364,
values_55,364,
values_14,760,
values_47,840,
values_91,180,
values_64,312,
values_11,840,
values_49,544,
values_62,264,
values_80,1300,
values_39,480,
values_90,420,
values_53,612,
values_94,12,
values_7,264,
values_31,1200,
values_93,180,
values_38,220,
values_58,84,
values_78,144,
values_50,220,
values_3,544,
values_13,924,
values_83,760,
values_1,760,
values_21,924,
values_32,144,
values_22,220,
values_9,24,
values_6,924,
values_76,112,
values_18,544,
values_16,24,
values_40,60,
values_2,40,
values_60,180,
values_99,144,
values_48,420,
values_69,684,
values_46,364,
values_24,312,
values_95,12,
values_42,180,
values_37,924,
values_10,220,
values_67,924,
values_35,684,
values_30,312,
values_4,60,
