id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,1104,,684,1.614
values_84,760,,499,1.523
values_65,480,,328,1.463
values_96,684,,447,1.530
values_28,112,,92,1.217
values_54,24,,29,0.828
values_15,364,,253,1.439
values_87,840,,533,1.576
values_59,312,,223,1.399
values_5,112,,94,1.191
values_92,544,,367,1.482
values_0,60,,57,1.053
values_77,1104,,692,1.595
values_17,760,,496,1.532
values_12,1012,,638,1.586
values_33,1104,,687,1.607
values_25,84,,72,1.167
values_19,1012,,631,1.604
values_97,544,,364,1.495
values_81,24,,29,0.828
values_8,312,,220,1.418
values_73,612,,405,1.511
values_89,684,,449,1.523
values_82,24,,28,0.857
values_34,544,,364,1.495
values_70,420,,287,1.463
values_29,12,,17,0.706
values_51,684,,446,1.534
values_57,1300,,802,1.621
values_88,364,,249,1.462
values_23,760,,492,1.545
values_45,180,,145,1.241
values_66,684,,455,1.503
values_36,420,,288,1.458
values_56,364,,256,1.422
values_26,1200,,747,1.606
values_43,480,,323,1.486
values_52,180,,135,1.333
values_98,220,,163,1.350
values_61,480,,330,1.455
values_44,40,,41,0.976
values_68,220,,165,1.333
values_41,220,,161,1.366
values_85,760,,481,1.580
values_79,924,,588,1.571
values_71,180,,138,1.304
values_63,544,,367,1.482
values_20,612,,407,1.504
values_74,364,,255,1.427
values_72,420,,291,1.443
values_86,60,,58,1.034
values_75,364,,253,1.439
values_55,364,,259,1.405
values_14,760,,492,1.545
values_47,840,,533,1.576
values_91,180,,138,1.304
values_64,312,,225,1.387
values_11,840,,536,1.567
values_49,544,,364,1.495
values_62,264,,191,1.382
values_80,1300,,792,1.641
values_39,480,,324,1.481
values_90,420,,287,1.463
values_53,612,,403,1.519
values_94,12,,18,0.667
values_7,264,,189,1.397
values_31,1200,,737,1.628
values_93,180,,140,1.286
values_38,220,,165,1.333
values_58,84,,75,1.120
values_78,144,,113,1.274
values_50,220,,167,1.317
values_3,544,,360,1.511
values_13,924,,587,1.574
values_83,760,,497,1.529
values_1,760,,490,1.551
values_21,924,,586,1.577
values_32,144,,117,1.231
values_22,220,,167,1.317
values_9,24,,27,0.889
values_6,924,,585,1.579
values_76,112,,93,1.204
values_18,544,,364,1.495
values_16,24,,29,0.828
values_40,60,,56,1.071
values_2,40,,42,0.952
values_60,180,,142,1.268
values_99,144,,117,1.231
values_48,420,,292,1.438
values_69,684,,450,1.520
values_46,364,,256,1.422
values_24,312,,220,1.418
values_95,12,,17,0.706
values_42,180,,139,1.295
values_37,924,,593,1.558
values_10,220,,162,1.358
values_67,924,,581,1.590
values_35,684,,451,1.517
values_30,312,,224,1.393
values_4,60,,55,1.091
