inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_84, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_65, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_96, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_28, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_54, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_15, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_87, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_59, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_5, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_92, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_0, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_77, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_17, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_12, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_33, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_25, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_19, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_97, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_81, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_8, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_73, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_89, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_82, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_34, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_70, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_29, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_51, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
values_57, 22, 3, 1, 3, 2, 0, 11, 2, 2, 1, 6, 5, 2, 2, 100.0
