inputName,size,a[size]
values_27,23,"{-46, 39, -71, -107, -91, -90, 106, -90, -83, 22, -110, -59, -40, 10, -76, -5, -66, 74, -4, -80, -101, 122, -35"
values_84,19,"{-68, 41, 82, 71, 112, -45, 114, 90, 51, 77, -51, -35, 29, -88, 0, -100, -48, 74, -108"
values_65,15,"{112, -1, -55, 72, 55, 5, -109, -11, 41, 70, 51, 34, -115, -46, -11"
values_96,18,"{65, 81, 84, -45, -49, -115, -100, -2, -64, 93, 91, 95, 46, 100, 76, -23, 75, -85"
values_28,7,"{-64, -1, 52, 88, -12, 124, 75"
values_54,3,"{-83, 33, -113"
values_15,13,"{48, -77, 114, 98, 76, 31, -90, 89, 110, 69, 8, 110, -72"
values_87,20,"{-100, -86, 100, 112, -118, 126, -78, 9, 24, 55, -42, 67, -125, 11, -37, -67, -76, -18, 10, 20"
values_59,12,"{-122, 77, 8, -62, -58, 71, -63, -7, -105, -82, 116, -5"
values_5,7,"{-12, 64, -18, -61, 86, 110, 3"
values_92,16,"{20, -45, 86, 11, 98, -54, 23, -29, 42, -41, 117, 79, -112, 118, 27, -55"
values_0,5,"{-13, 100, 125, -77, 25"
values_77,23,"{-15, 105, -12, -122, 88, -116, 93, 9, 106, -25, 108, 74, 96, 78, 105, -57, -36, -58, -37, 28, -88, 63, 4"
values_17,19,"{90, -60, 111, 101, -44, -46, -18, -105, -54, -92, -104, 53, -11, 108, 76, 55, -27, 12, -75"
values_12,22,"{-20, 21, -116, 29, 91, 71, -72, -55, -59, -26, 10, 96, 105, -109, 123, -90, 119, -9, 48, -49, 107, 47"
values_33,23,"{-21, 8, -89, -31, 106, -35, 116, -14, -96, 60, 31, 41, -28, 110, 29, 117, 24, -104, 20, -80, 28, 44, -4"
values_25,6,"{-123, -103, 59, -108, -60, 119"
values_19,22,"{5, -106, -104, 57, 113, -118, -62, 42, -52, -68, 67, 53, 94, -68, -4, 125, 16, 62, -64, -73, 49, 28"
values_97,16,"{-99, -90, -65, 110, 42, -13, -114, -28, 6, 118, -6, -88, -17, -2, -57, 105"
