id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,10,,30,0.333
values_84,12,,35,0.343
values_65,10,,30,0.333
values_96,10,,30,0.333
values_28,10,,30,0.333
values_54,10,,30,0.333
values_15,10,,30,0.333
values_87,10,,30,0.333
values_59,8,,25,0.320
values_5,10,,30,0.333
values_92,10,,30,0.333
values_0,8,,25,0.320
values_77,10,,30,0.333
values_17,10,,30,0.333
values_12,10,,30,0.333
values_33,6,,20,0.300
values_25,12,,35,0.343
values_19,10,,30,0.333
values_97,10,,30,0.333
values_81,10,,30,0.333
values_8,8,,25,0.320
values_73,10,,30,0.333
values_89,12,,35,0.343
values_82,12,,35,0.343
values_34,8,,25,0.320
values_70,10,,30,0.333
values_29,10,,30,0.333
values_51,8,,25,0.320
values_57,10,,30,0.333
values_88,12,,35,0.343
values_23,10,,30,0.333
values_45,8,,25,0.320
values_66,10,,30,0.333
values_36,6,,20,0.300
values_56,8,,25,0.320
values_26,10,,30,0.333
values_43,6,,20,0.300
values_52,8,,25,0.320
values_98,10,,30,0.333
values_61,10,,30,0.333
values_44,8,,25,0.320
values_68,10,,30,0.333
values_41,6,,20,0.300
values_85,10,,30,0.333
values_79,10,,30,0.333
values_71,10,,30,0.333
values_63,10,,30,0.333
values_20,12,,35,0.343
values_74,10,,30,0.333
values_72,10,,30,0.333
values_86,10,,30,0.333
values_75,10,,30,0.333
values_55,8,,25,0.320
values_14,12,,35,0.343
values_47,8,,25,0.320
values_91,10,,30,0.333
values_64,10,,30,0.333
values_11,10,,30,0.333
values_49,8,,25,0.320
values_62,10,,30,0.333
values_80,10,,30,0.333
values_39,8,,25,0.320
values_90,10,,30,0.333
values_53,8,,25,0.320
values_94,10,,30,0.333
values_7,10,,30,0.333
values_31,6,,20,0.300
values_93,10,,30,0.333
values_38,8,,25,0.320
values_58,10,,30,0.333
values_78,10,,30,0.333
values_50,8,,25,0.320
values_3,8,,25,0.320
values_13,10,,30,0.333
values_83,10,,30,0.333
values_1,8,,25,0.320
values_21,10,,30,0.333
values_32,8,,25,0.320
values_22,10,,30,0.333
values_9,8,,25,0.320
values_6,8,,25,0.320
values_76,10,,30,0.333
values_18,12,,35,0.343
values_16,10,,30,0.333
values_40,8,,25,0.320
values_2,8,,25,0.320
values_60,12,,35,0.343
values_99,10,,30,0.333
values_48,6,,20,0.300
values_69,12,,35,0.343
values_46,6,,20,0.300
values_24,10,,30,0.333
values_95,10,,30,0.333
values_42,6,,20,0.300
values_37,8,,25,0.320
values_10,10,,30,0.333
values_67,10,,30,0.333
values_35,8,,25,0.320
values_30,8,,25,0.320
values_4,8,,25,0.320
