id,clockCycles,assemblyInstr
values_27,877,
values_84,938,
values_65,383,
values_96,223,
values_28,858,
values_54,557,
values_15,55,
values_87,291,
values_59,55,
values_5,938,
values_92,439,
values_0,789,
values_77,82,
values_17,173,
values_12,55,
values_33,367,
values_25,875,
values_19,856,
values_97,384,
values_81,123,
values_8,383,
values_73,363,
values_89,384,
values_82,26,
values_34,26,
values_70,83,
values_29,1023,
values_51,223,
values_57,493,
values_88,867,
values_23,931,
values_45,1013,
values_66,189,
values_36,83,
values_56,857,
values_26,366,
values_43,291,
values_52,187,
values_98,224,
values_61,82,
values_44,386,
values_68,789,
values_41,857,
values_85,877,
values_79,1016,
values_71,683,
values_63,559,
values_20,1026,
values_74,956,
values_72,125,
values_86,931,
values_75,386,
values_55,857,
values_14,874,
values_47,26,
values_91,222,
values_64,558,
values_11,961,
values_49,795,
values_62,223,
values_80,123,
values_39,813,
values_90,1005,
values_53,384,
values_94,187,
values_7,26,
values_31,853,
values_93,1008,
values_38,423,
values_58,382,
values_78,290,
values_50,189,
values_3,557,
values_13,381,
values_83,878,
values_1,873,
values_21,26,
values_32,936,
values_22,515,
values_9,287,
values_6,293,
values_76,124,
values_18,855,
values_16,955,
values_40,174,
values_2,293,
values_60,871,
values_99,494,
values_48,171,
values_69,876,
values_46,677,
values_24,173,
values_95,872,
values_42,189,
values_37,224,
values_10,290,
values_67,55,
values_35,961,
values_30,174,
values_4,514,
