id,cInstr
values_27,1404
values_84,1494
values_65,643
values_96,389
values_28,1362
values_54,910
values_15,108
values_87,488
values_59,106
values_5,1498
values_92,720
values_0,1271
values_77,153
values_17,311
values_12,106
values_33,620
values_25,1394
values_19,1366
values_97,642
values_81,221
values_8,643
values_73,620
values_89,642
values_82,56
values_34,56
values_70,154
values_29,1613
values_51,385
values_57,824
values_88,1386
values_23,1491
values_45,1601
values_66,327
values_36,156
values_56,1365
values_26,623
values_43,488
values_52,329
values_98,382
values_61,155
values_44,646
values_68,1273
values_41,1377
values_85,1396
values_79,1602
values_71,1091
values_63,910
values_20,1612
values_74,1523
values_72,227
values_86,1483
values_75,644
values_55,1363
values_14,1393
values_47,56
values_91,382
values_64,917
values_11,1516
values_49,1283
values_62,383
values_80,225
values_39,1299
values_90,1591
values_53,644
values_94,331
values_7,54
values_31,1371
values_93,1590
values_38,702
values_58,640
values_78,487
values_50,331
values_3,908
values_13,647
values_83,1387
values_1,1396
values_21,56
values_32,1484
values_22,840
values_9,484
values_6,492
values_76,224
values_18,1363
values_16,1524
values_40,308
values_2,488
values_60,1388
values_99,815
values_48,305
values_69,1393
values_46,1093
values_24,313
values_95,1385
values_42,325
values_37,388
values_10,491
values_67,110
values_35,1522
values_30,312
values_4,841
