id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,877,,1404,0.625
values_84,938,,1494,0.628
values_65,383,,643,0.596
values_96,223,,389,0.573
values_28,858,,1362,0.630
values_54,557,,910,0.612
values_15,55,,108,0.509
values_87,291,,488,0.596
values_59,55,,106,0.519
values_5,938,,1498,0.626
values_92,439,,720,0.610
values_0,789,,1271,0.621
values_77,82,,153,0.536
values_17,173,,311,0.556
values_12,55,,106,0.519
values_33,367,,620,0.592
values_25,875,,1394,0.628
values_19,856,,1366,0.627
values_97,384,,642,0.598
values_81,123,,221,0.557
values_8,383,,643,0.596
values_73,363,,620,0.585
values_89,384,,642,0.598
values_82,26,,56,0.464
values_34,26,,56,0.464
values_70,83,,154,0.539
values_29,1023,,1613,0.634
values_51,223,,385,0.579
values_57,493,,824,0.598
values_88,867,,1386,0.626
values_23,931,,1491,0.624
values_45,1013,,1601,0.633
values_66,189,,327,0.578
values_36,83,,156,0.532
values_56,857,,1365,0.628
values_26,366,,623,0.587
values_43,291,,488,0.596
values_52,187,,329,0.568
values_98,224,,382,0.586
values_61,82,,155,0.529
values_44,386,,646,0.598
values_68,789,,1273,0.620
values_41,857,,1377,0.622
values_85,877,,1396,0.628
values_79,1016,,1602,0.634
values_71,683,,1091,0.626
values_63,559,,910,0.614
values_20,1026,,1612,0.636
values_74,956,,1523,0.628
values_72,125,,227,0.551
values_86,931,,1483,0.628
values_75,386,,644,0.599
values_55,857,,1363,0.629
values_14,874,,1393,0.627
values_47,26,,56,0.464
values_91,222,,382,0.581
values_64,558,,917,0.609
values_11,961,,1516,0.634
values_49,795,,1283,0.620
values_62,223,,383,0.582
values_80,123,,225,0.547
values_39,813,,1299,0.626
values_90,1005,,1591,0.632
values_53,384,,644,0.596
values_94,187,,331,0.565
values_7,26,,54,0.481
values_31,853,,1371,0.622
values_93,1008,,1590,0.634
values_38,423,,702,0.603
values_58,382,,640,0.597
values_78,290,,487,0.595
values_50,189,,331,0.571
values_3,557,,908,0.613
values_13,381,,647,0.589
values_83,878,,1387,0.633
values_1,873,,1396,0.625
values_21,26,,56,0.464
values_32,936,,1484,0.631
values_22,515,,840,0.613
values_9,287,,484,0.593
values_6,293,,492,0.596
values_76,124,,224,0.554
values_18,855,,1363,0.627
values_16,955,,1524,0.627
values_40,174,,308,0.565
values_2,293,,488,0.600
values_60,871,,1388,0.628
values_99,494,,815,0.606
values_48,171,,305,0.561
values_69,876,,1393,0.629
values_46,677,,1093,0.619
values_24,173,,313,0.553
values_95,872,,1385,0.630
values_42,189,,325,0.582
values_37,224,,388,0.577
values_10,290,,491,0.591
values_67,55,,110,0.500
values_35,961,,1522,0.631
values_30,174,,312,0.558
values_4,514,,841,0.611
