,Area,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
Area,1.0,-0.03980531114846278,0.18678610775074886,-0.21465073325219342,0.133659071793148,0.14160925954164125,0.13836311684865632,0.16340965550542752,0.10080433521403294,0.13884558832963004,0.10381707773746696,0.10729577089186068,0.11405078562689938,0.13651108214596877,0.07880072029486035,0.09376464117707316,0.11047872839063057,0.09134312128951935,0.10263463654639562,0.13217784953763656,0.08938414750731383,0.10203620545187073,0.07649096732464261,0.07646284758201521,0.1281464489980397,0.08357197735943278,0.1361370556829384,0.03185788961838373,0.02960615016600284,0.06762504747669168,0.04914527113004559,0.029395039367054395
SS_VAL_1,-0.03980531114846278,1.0,-0.4338145588813981,-0.3149531131402103,0.029367098365094397,-0.012665345910515156,0.029146308544343014,-0.0024618550383848,0.04867653551293969,0.03426190078114478,0.042594940499377947,0.08458050150425495,0.07314529244186568,0.07717169144271062,0.02666133875749103,0.035814561214528834,0.07815081494024897,0.0720379569558558,0.05124795427038907,0.024499789115759923,0.06797571341675344,0.050723927837410455,0.10895008812804698,0.06311525393352789,0.019781641095951343,0.03923399573339995,0.02613430578347141,0.06592619677972401,0.10213007572843942,0.07866173527288793,-0.0009435476112765205,0.0758332192350842
SV_VAL_1,0.18678610775074886,-0.4338145588813981,1.0,0.2620475931284552,-0.03923742571097775,-0.0030284621094499122,-0.036766111880487,0.0030125620795014023,-0.015513266465416996,-0.0306007130299005,-0.022617897514093415,-0.022215213448443415,-0.028974495215331905,-0.024233980607842084,-0.00634835350033625,-0.02689682095449931,-0.007431584330652461,-0.04031399461004256,-0.009646259047393732,0.007361493282336301,-0.02368173456047234,-0.021962881422472286,-0.027478180646174487,-0.017783049835204283,0.026759241332503857,0.013301337577395524,0.011613854673793571,-0.005658791235460673,-0.05207810299261351,-0.01901209361286251,-0.05491096931770908,-0.010181579119291536
SV_VAL_2,-0.21465073325219342,-0.3149531131402103,0.2620475931284552,1.0,-0.022640834835868855,-0.019092911191822014,-0.013929194087214325,-0.013357749751716722,-0.024462081668915902,-0.011983199111698062,-0.018411206119980233,-0.019085174655829443,-0.016572570478232376,-0.013531470808395226,-0.005599188451835107,-0.011134077428985005,-0.019937624577687905,-0.02226374330255498,-0.007313562236583815,-0.0012376020711221034,-0.011220713178970764,-0.0070511954677977525,-0.019075556378284887,-0.010149226720509313,-0.0031706188826195053,-0.005999575405267003,-0.004917875135882591,-0.009846289647728155,-0.014493698242915527,-0.01002264035638377,-8.024338017006052e-05,-0.009404152206138591
V_VAL_1,0.133659071793148,0.029367098365094397,-0.03923742571097775,-0.022640834835868855,1.0,0.11840955457255604,0.06502991556870287,0.0797290878687869,0.0751555586905313,0.10484253556534409,0.029147575784442287,0.03935909053393932,0.0850617563631833,0.044865555573635606,0.09484005683222373,0.10093022527395797,0.0994800952326984,0.047035995206338284,0.091476036049159,0.08036979485687121,0.095174985608131,0.05931076844923695,0.03851794061036231,0.012540265078224326,0.031083669334770945,0.02988742688503625,0.09971106736771665,0.0027861632377841404,0.038916969087256024,-0.026637780763599992,0.05870756423194748,0.03605602364935794
V_VAL_2,0.14160925954164125,-0.012665345910515156,-0.0030284621094499122,-0.019092911191822014,0.11840955457255604,1.0,0.12260166948101027,0.10875930071897086,0.06276229726489149,0.1031035669213971,0.1094901190110821,0.0778802711001502,0.07252379664188156,0.06766805643219576,0.06834386110118652,0.0987374021070947,0.053062838083485095,0.08365513204314086,0.027105402719244276,0.016845250266663836,0.06153459126320054,0.09900758298100591,0.07195552679175679,0.005779795633491091,0.08894156493440238,0.09010058166830952,0.08163916819198364,-0.007103786415941839,0.05059756667455655,0.0336279813897655,-0.005284071295873042,0.007679555354583153
V_VAL_3,0.13836311684865632,0.029146308544343014,-0.036766111880487,-0.013929194087214325,0.06502991556870287,0.12260166948101027,1.0,0.11184797468582514,0.07512520068057817,0.07278283795965897,0.09400323550408582,0.04123619034113346,0.06263908538306197,0.08499377653415179,0.004991789212314674,0.060383254926812374,0.008289654309449525,0.09327490071765751,0.007114175024074793,0.006486609485077253,0.019362493832053115,-0.015916077646077543,0.003284895816362426,0.10164440049650067,0.08123025772965826,0.08077776271078337,0.04106243757845881,0.049476661922210535,0.003695759610387397,0.019393831418254764,0.04162475597645649,0.06859136062341056
V_VAL_4,0.16340965550542752,-0.0024618550383848,0.0030125620795014023,-0.013357749751716722,0.0797290878687869,0.10875930071897086,0.11184797468582514,1.0,0.02267206146731201,0.12110888317994885,0.11597270244188239,0.11517426689410913,0.07151878133445096,0.04626831517360615,0.06322238013998434,0.0898185305007143,0.08430187920913795,0.11596221335017742,0.10566269094534345,0.08466140631990489,0.11049102177170439,0.05991264535898321,0.06358207991928203,0.051234966032808055,0.09689117474119618,0.07418153940705878,0.07954490539020563,0.017807282084964376,0.06272114634030948,0.10704023126532532,0.03412452678170114,-0.04919625551235708
V_VAL_5,0.10080433521403294,0.04867653551293969,-0.015513266465416996,-0.024462081668915902,0.0751555586905313,0.06276229726489149,0.07512520068057817,0.02267206146731201,1.0,0.08162600564434959,0.12823628683825827,-0.01994877451405909,0.09455119888627533,0.04433369029679019,0.07934615082886029,0.05247621175378999,0.05849177316633,0.028441256343762843,0.07207729104026799,0.0586951936801992,0.06303557218607343,0.06222249852858547,0.03917242943558375,0.010549987442243499,0.04028646265354877,0.017252646472924463,0.042873055324578566,0.03916301107264035,-0.034913361437557376,0.10663824212164522,-0.01606711029054946,0.025333094172009667
V_VAL_6,0.13884558832963004,0.03426190078114478,-0.0306007130299005,-0.011983199111698062,0.10484253556534409,0.1031035669213971,0.07278283795965897,0.12110888317994885,0.08162600564434959,1.0,0.14120310398065367,0.08105571333201324,0.08591870145234753,0.08831636593937665,0.09538211448874642,0.1425203513309923,0.09520540355067934,0.09796365835913057,0.05585775946152373,0.03175322312673538,0.06466576107523682,0.057664604550356637,0.06447858156039826,0.051127218513544306,0.015491838275854018,0.10211076878300909,0.044190660092400975,0.04731036241210689,0.01246304150068921,0.10118127623085049,-0.0022338111070476737,0.04758225779418235
