id,cInstr
values_27,25
values_84,43
values_65,61
values_96,61
values_28,52
values_54,25
values_15,34
values_87,43
values_59,52
values_5,25
values_92,16
values_0,52
values_77,34
values_17,13
values_12,43
values_33,34
values_25,52
values_19,16
values_97,52
values_81,16
values_8,43
values_73,43
values_89,52
values_82,16
values_34,43
values_70,34
values_29,16
values_51,43
values_57,16
values_88,34
values_23,52
values_45,16
values_66,16
values_36,13
values_56,25
values_26,16
values_43,16
values_52,16
values_98,52
values_61,43
values_44,34
values_68,16
values_41,34
values_85,16
values_79,43
values_71,16
values_63,16
values_20,34
values_74,25
values_72,16
values_86,13
values_75,16
values_55,16
values_14,43
values_47,43
values_91,16
values_64,16
values_11,16
values_49,52
values_62,16
values_80,16
values_39,16
values_90,16
values_53,43
values_94,52
values_7,43
values_31,16
values_93,16
values_38,16
values_58,43
values_78,52
values_50,16
values_3,16
values_13,16
values_83,16
values_1,16
values_21,16
values_32,25
values_22,43
values_9,16
values_6,16
values_76,16
values_18,16
values_16,16
values_40,16
values_2,16
values_60,52
values_99,16
values_48,16
values_69,16
values_46,25
values_24,52
values_95,16
values_42,16
values_37,52
values_10,16
values_67,43
values_35,16
values_30,16
values_4,43
