id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,476,,297,1.603
values_84,702,,426,1.648
values_65,1084,,639,1.696
values_96,186,,135,1.378
values_28,340,,222,1.532
values_54,139,,108,1.287
values_15,120,,93,1.290
values_87,978,,573,1.707
values_59,251,,171,1.468
values_5,95,,78,1.218
values_92,355,,234,1.517
values_0,11,,18,0.611
values_77,204,,144,1.417
values_17,247,,174,1.420
values_12,442,,291,1.519
values_33,970,,573,1.693
values_25,41,,39,1.051
values_19,1369,,783,1.748
values_97,77,,66,1.167
values_81,168,,123,1.366
values_8,229,,159,1.440
values_73,642,,390,1.646
values_89,829,,498,1.665
values_82,374,,243,1.539
values_34,232,,162,1.432
values_70,97,,84,1.155
values_29,84,,69,1.217
values_51,670,,414,1.618
values_57,1029,,597,1.724
values_88,990,,579,1.710
values_23,11,,18,0.611
values_45,1113,,645,1.726
values_66,252,,168,1.500
values_36,392,,252,1.556
values_56,741,,453,1.636
values_26,1319,,753,1.752
values_43,507,,324,1.565
values_52,1481,,834,1.776
values_98,39,,42,0.929
values_61,1280,,741,1.727
values_44,650,,399,1.629
values_68,673,,414,1.626
values_41,364,,234,1.556
values_85,73,,66,1.106
values_79,28,,33,0.848
values_71,203,,147,1.381
values_63,441,,285,1.547
values_20,140,,105,1.333
values_74,230,,162,1.420
values_72,52,,51,1.020
values_86,1084,,633,1.712
values_75,133,,105,1.267
values_55,131,,99,1.323
values_14,323,,216,1.495
values_47,518,,318,1.629
values_91,163,,120,1.358
values_64,850,,513,1.657
values_11,70,,60,1.167
values_49,14,,21,0.667
values_62,94,,78,1.205
values_80,66,,57,1.158
values_39,837,,507,1.651
values_90,41,,42,0.976
values_53,607,,378,1.606
values_94,1166,,675,1.727
values_7,86,,72,1.194
values_31,274,,189,1.450
values_93,159,,120,1.325
values_38,26,,30,0.867
values_58,1065,,618,1.723
values_78,1157,,684,1.692
values_50,528,,327,1.615
values_3,593,,363,1.634
values_13,879,,516,1.703
values_83,530,,330,1.606
values_1,23,,27,0.852
values_21,152,,108,1.407
values_32,251,,186,1.349
values_22,53,,51,1.039
values_9,11,,18,0.611
values_6,133,,102,1.304
values_76,294,,198,1.485
values_18,94,,75,1.253
values_16,471,,294,1.602
values_40,183,,126,1.452
values_2,305,,198,1.540
values_60,9,,15,0.600
values_99,149,,111,1.342
values_48,111,,87,1.276
values_69,903,,540,1.672
values_46,447,,288,1.552
values_24,128,,96,1.333
values_95,645,,387,1.667
values_42,141,,108,1.306
values_37,142,,111,1.279
values_10,370,,240,1.542
values_67,76,,69,1.101
values_35,855,,516,1.657
values_30,225,,156,1.442
values_4,385,,243,1.584
