id,cInstr
values_27,297
values_84,426
values_65,639
values_96,135
values_28,222
values_54,108
values_15,93
values_87,573
values_59,171
values_5,78
values_92,234
values_0,18
values_77,144
values_17,174
values_12,291
values_33,573
values_25,39
values_19,783
values_97,66
values_81,123
values_8,159
values_73,390
values_89,498
values_82,243
values_34,162
values_70,84
values_29,69
values_51,414
values_57,597
values_88,579
values_23,18
values_45,645
values_66,168
values_36,252
values_56,453
values_26,753
values_43,324
values_52,834
values_98,42
values_61,741
values_44,399
values_68,414
values_41,234
values_85,66
values_79,33
values_71,147
values_63,285
values_20,105
values_74,162
values_72,51
values_86,633
values_75,105
values_55,99
values_14,216
values_47,318
values_91,120
values_64,513
values_11,60
values_49,21
values_62,78
values_80,57
values_39,507
values_90,42
values_53,378
values_94,675
values_7,72
values_31,189
values_93,120
values_38,30
values_58,618
values_78,684
values_50,327
values_3,363
values_13,516
values_83,330
values_1,27
values_21,108
values_32,186
values_22,51
values_9,18
values_6,102
values_76,198
values_18,75
values_16,294
values_40,126
values_2,198
values_60,15
values_99,111
values_48,87
values_69,540
values_46,288
values_24,96
values_95,387
values_42,108
values_37,111
values_10,240
values_67,69
values_35,516
values_30,156
values_4,243
