inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 368, 53, 136, 104, 504, 157, 3676.49, 127404.48, 0.03, 34.65, 7078.03, 0.84
values_84, 374, 53, 140, 107, 514, 160, 3763.47, 130490.44, 0.03, 34.67, 7249.47, 0.86
values_65, 393, 53, 147, 111, 540, 164, 3973.08, 139433.56, 0.03, 35.09, 7746.31, 0.90
values_96, 362, 53, 131, 97, 493, 150, 3563.81, 127543.90, 0.03, 35.79, 7085.77, 0.84
values_28, 366, 53, 134, 101, 500, 154, 3633.39, 127744.35, 0.03, 35.16, 7096.91, 0.85
values_54, 364, 53, 131, 98, 495, 151, 3583.01, 126922.66, 0.03, 35.42, 7051.26, 0.84
values_15, 354, 53, 127, 94, 481, 147, 3463.04, 123987.97, 0.03, 35.80, 6888.22, 0.83
values_87, 379, 53, 143, 111, 522, 164, 3840.64, 131118.14, 0.03, 34.14, 7284.34, 0.86
values_59, 366, 53, 132, 99, 498, 152, 3609.47, 127534.53, 0.03, 35.33, 7085.25, 0.84
values_5, 358, 53, 127, 95, 485, 148, 3496.58, 123871.12, 0.03, 35.43, 6881.73, 0.83
values_92, 362, 53, 133, 100, 495, 153, 3592.41, 126614.38, 0.03, 35.25, 7034.13, 0.84
values_0, 350, 53, 122, 90, 472, 143, 3379.46, 121397.69, 0.03, 35.92, 6744.32, 0.82
values_77, 361, 53, 130, 97, 491, 150, 3549.35, 126056.81, 0.03, 35.52, 7003.16, 0.84
values_17, 366, 53, 132, 100, 498, 153, 3614.18, 126423.99, 0.03, 34.98, 7023.55, 0.84
values_12, 376, 53, 140, 107, 516, 160, 3778.11, 130998.19, 0.03, 34.67, 7277.68, 0.86
values_33, 380, 53, 144, 112, 524, 165, 3859.95, 131514.11, 0.03, 34.07, 7306.34, 0.86
