id,clockCycles,assemblyInstr
values_27,476,
values_84,702,
values_65,1084,
values_96,186,
values_28,340,
values_54,139,
values_15,120,
values_87,978,
values_59,251,
values_5,95,
values_92,355,
values_0,11,
values_77,204,
values_17,247,
values_12,442,
values_33,970,
values_25,41,
values_19,1369,
values_97,77,
values_81,168,
values_8,229,
values_73,642,
values_89,829,
values_82,374,
values_34,232,
values_70,97,
values_29,84,
values_51,670,
values_57,1029,
values_88,990,
values_23,11,
values_45,1113,
values_66,252,
values_36,392,
values_56,741,
values_26,1319,
values_43,507,
values_52,1481,
values_98,39,
values_61,1280,
values_44,650,
values_68,673,
values_41,364,
values_85,73,
values_79,28,
values_71,203,
values_63,441,
values_20,140,
values_74,230,
values_72,52,
values_86,1084,
values_75,133,
values_55,131,
values_14,323,
values_47,518,
values_91,163,
values_64,850,
values_11,70,
values_49,14,
values_62,94,
values_80,66,
values_39,837,
values_90,41,
values_53,607,
values_94,1166,
values_7,86,
values_31,274,
values_93,159,
values_38,26,
values_58,1065,
values_78,1157,
values_50,528,
values_3,593,
values_13,879,
values_83,530,
values_1,23,
values_21,152,
values_32,251,
values_22,53,
values_9,11,
values_6,133,
values_76,294,
values_18,94,
values_16,471,
values_40,183,
values_2,305,
values_60,9,
values_99,149,
values_48,111,
values_69,903,
values_46,447,
values_24,128,
values_95,645,
values_42,141,
values_37,142,
values_10,370,
values_67,76,
values_35,855,
values_30,225,
values_4,385,
